"","GEOID","NAME","NAMELSAD","State_Name","Elev_mean_m","Elev_cell_count","County_center_Long","County_center_Lat"
"2408","28141","Tishomingo","Tishomingo County","Mississippi",158,6506,-96.7873997260689,41.9163237828574
"2409","48105","Crockett","Crockett County","Texas",740,39467,-96.7873997260689,41.9163237828574
"2410","48217","Hill","Hill County","Texas",188,14040,-96.7873997260689,41.9163237828574
"2411","08075","Logan","Logan County","Colorado",1277,29327,-96.7873997260689,41.9163237828574
"2412","20055","Finney","Finney County","Kansas",863,19931,-96.7873997260689,41.9163237828574
"2413","20125","Montgomery","Montgomery County","Kansas",252,9900,-96.7873997260689,41.9163237828574
"2414","45039","Fairfield","Fairfield County","South Carolina",123,10382,-96.7873997260689,41.9163237828574
"2415","31033","Cheyenne","Cheyenne County","Nebraska",1300,19210,-96.7873997260689,41.9163237828574
"2416","27091","Martin","Martin County","Minnesota",366,12118,-96.7873997260689,41.9163237828574
"2417","47155","Sevier","Sevier County","Tennessee",600,8905,-96.7873997260689,41.9163237828574
"2418","47139","Polk","Polk County","Tennessee",416,6496,-96.7873997260689,41.9163237828574
"2419","48263","Kent","Kent County","Texas",643,12991,-96.7873997260689,41.9163237828574
"2420","30099","Teton","Teton County","Montana",1366,41006,-96.7873997260689,41.9163237828574
"2421","31069","Garden","Garden County","Nebraska",1156,27786,-96.7873997260689,41.9163237828574
"2422","17117","Macoupin","Macoupin County","Illinois",190,13559,-96.7873997260689,41.9163237828574
"2423","39141","Ross","Ross County","Ohio",253,10798,-96.7873997260689,41.9163237828574
"2424","17195","Whiteside","Whiteside County","Illinois",199,11225,-96.7873997260689,41.9163237828574
"2425","48141","El Paso","El Paso County","Texas",1236,14412,-96.7873997260689,41.9163237828574
"2426","48301","Loving","Loving County","Texas",896,9678,-96.7873997260689,41.9163237828574
"2427","40077","Latimer","Latimer County","Oklahoma",264,10667,-96.7873997260689,41.9163237828574
"2428","39167","Washington","Washington County","Ohio",248,9991,-96.7873997260689,41.9163237828574
"2429","29091","Howell","Howell County","Missouri",323,13994,-96.7873997260689,41.9163237828574
"2430","20047","Edwards","Edwards County","Kansas",661,9460,-96.7873997260689,41.9163237828574
"2431","21111","Jefferson","Jefferson County","Kentucky",171,6104,-96.7873997260689,41.9163237828574
"2432","17107","Logan","Logan County","Illinois",181,9726,-96.7873997260689,41.9163237828574
"2433","55139","Winnebago","Winnebago County","Wisconsin",239,9705,-96.7873997260689,41.9163237828574
"2434","21075","Fulton","Fulton County","Kentucky",99,3476,-96.7873997260689,41.9163237828574
"2435","20079","Harvey","Harvey County","Kansas",438,8296,-96.7873997260689,41.9163237828574
"2436","30021","Dawson","Dawson County","Montana",780,42223,-96.7873997260689,41.9163237828574
"2437","54091","Taylor","Taylor County","West Virginia",409,2741,-96.7873997260689,41.9163237828574
"2438","26111","Midland","Midland County","Michigan",202,8769,-96.7873997260689,41.9163237828574
"2439","28119","Quitman","Quitman County","Mississippi",47,5922,-96.7873997260689,41.9163237828574
"2440","21093","Hardin","Hardin County","Kentucky",217,9610,-96.7873997260689,41.9163237828574
"2441","17081","Jefferson","Jefferson County","Illinois",148,8956,-96.7873997260689,41.9163237828574
"2442","46057","Hamlin","Hamlin County","South Dakota",529,9084,-96.7873997260689,41.9163237828574
"2443","55069","Lincoln","Lincoln County","Wisconsin",448,15621,-96.7873997260689,41.9163237828574
"2444","36033","Franklin","Franklin County","New York",423,28716,-96.7873997260689,41.9163237828574
"2445","51630","Fredericksburg","Fredericksburg city","Virginia",44,163,-96.7873997260689,41.9163237828574
"2446","54081","Raleigh","Raleigh County","West Virginia",696,9308,-96.7873997260689,41.9163237828574
"2447","35005","Chaves","Chaves County","New Mexico",1293,87815,-96.7873997260689,41.9163237828574
"2448","35049","Santa Fe","Santa Fe County","New Mexico",2097,28343,-96.7873997260689,41.9163237828574
"2449","06059","Orange","Orange County","California",176,13788,-96.7873997260689,41.9163237828574
"2450","04023","Santa Cruz","Santa Cruz County","Arizona",1383,17581,-96.7873997260689,41.9163237828574
"2451","37053","Currituck","Currituck County","North Carolina",1,7938,-96.7873997260689,41.9163237828574
"2452","17101","Lawrence","Lawrence County","Illinois",136,5795,-96.7873997260689,41.9163237828574
"2453","18067","Howard","Howard County","Indiana",251,4660,-96.7873997260689,41.9163237828574
"2454","18125","Pike","Pike County","Indiana",146,5249,-96.7873997260689,41.9163237828574
"2455","21047","Christian","Christian County","Kentucky",172,10915,-96.7873997260689,41.9163237828574
"2456","26045","Eaton","Eaton County","Michigan",272,9407,-96.7873997260689,41.9163237828574
"2457","19179","Wapello","Wapello County","Iowa",232,6953,-96.7873997260689,41.9163237828574
"2458","06025","Imperial","Imperial County","California",111,64520,-96.7873997260689,41.9163237828574
"2459","26027","Cass","Cass County","Michigan",256,8213,-96.7873997260689,41.9163237828574
"2460","28157","Wilkinson","Wilkinson County","Mississippi",66,9740,-96.7873997260689,41.9163237828574
"2461","20179","Sheridan","Sheridan County","Kansas",834,14067,-96.7873997260689,41.9163237828574
"2462","28079","Leake","Leake County","Mississippi",122,8415,-96.7873997260689,41.9163237828574
"2463","28025","Clay","Clay County","Mississippi",74,6066,-96.7873997260689,41.9163237828574
"2464","28037","Franklin","Franklin County","Mississippi",96,8068,-96.7873997260689,41.9163237828574
"2465","28099","Neshoba","Neshoba County","Mississippi",142,8204,-96.7873997260689,41.9163237828574
"2466","46045","Edmunds","Edmunds County","South Dakota",515,19838,-96.7873997260689,41.9163237828574
"2467","01035","Conecuh","Conecuh County","Alabama",86,12084,-96.7873997260689,41.9163237828574
"2468","18029","Dearborn","Dearborn County","Indiana",242,4797,-96.7873997260689,41.9163237828574
"2469","18071","Jackson","Jackson County","Indiana",187,7947,-96.7873997260689,41.9163237828574
"2470","28081","Lee","Lee County","Mississippi",100,6619,-96.7873997260689,41.9163237828574
"2471","22125","West Feliciana","West Feliciana Parish","Louisiana",40,5962,-96.7873997260689,41.9163237828574
"2472","05035","Crittenden","Crittenden County","Arkansas",62,9505,-96.7873997260689,41.9163237828574
"2473","12063","Jackson","Jackson County","Florida",39,13437,-96.7873997260689,41.9163237828574
"2474","48125","Dickens","Dickens County","Texas",728,13125,-96.7873997260689,41.9163237828574
"2475","51115","Mathews","Mathews County","Virginia",1,3834,-96.7873997260689,41.9163237828574
"2476","38075","Renville","Renville County","North Dakota",524,16181,-96.7873997260689,41.9163237828574
"2477","48283","La Salle","La Salle County","Texas",128,20489,-96.7873997260689,41.9163237828574
"2478","36067","Onondaga","Onondaga County","New York",242,13268,-96.7873997260689,41.9163237828574
"2479","19087","Henry","Henry County","Iowa",209,6955,-96.7873997260689,41.9163237828574
"2480","31083","Harlan","Harlan County","Nebraska",650,9083,-96.7873997260689,41.9163237828574
"2481","30075","Powder River","Powder River County","Montana",1063,56544,-96.7873997260689,41.9163237828574
"2482","55091","Pepin","Pepin County","Wisconsin",274,4210,-96.7873997260689,41.9163237828574
"2483","04001","Apache","Apache County","Arizona",1993,165972,-96.7873997260689,41.9163237828574
"2484","29121","Macon","Macon County","Missouri",249,12753,-96.7873997260689,41.9163237828574
"2485","48279","Lamb","Lamb County","Texas",1106,14863,-96.7873997260689,41.9163237828574
"2486","20097","Kiowa","Kiowa County","Kansas",665,11022,-96.7873997260689,41.9163237828574
"2487","48015","Austin","Austin County","Texas",69,9145,-96.7873997260689,41.9163237828574
"2488","29061","Daviess","Daviess County","Missouri",264,8979,-96.7873997260689,41.9163237828574
"2489","13253","Seminole","Seminole County","Georgia",36,3604,-96.7873997260689,41.9163237828574
"2490","26101","Manistee","Manistee County","Michigan",203,21572,-96.7873997260689,41.9163237828574
"2491","19119","Lyon","Lyon County","Iowa",429,9852,-96.7873997260689,41.9163237828574
"2492","48233","Hutchinson","Hutchinson County","Texas",934,13373,-96.7873997260689,41.9163237828574
"2493","40139","Texas","Texas County","Oklahoma",966,30896,-96.7873997260689,41.9163237828574
"2494","40153","Woodward","Woodward County","Oklahoma",591,18680,-96.7873997260689,41.9163237828574
"2495","19003","Adams","Adams County","Iowa",371,6786,-96.7873997260689,41.9163237828574
"2496","06101","Sutter","Sutter County","California",23,9443,-96.7873997260689,41.9163237828574
"2497","42105","Potter","Potter County","Pennsylvania",609,17439,-96.7873997260689,41.9163237828574
"2498","48465","Val Verde","Val Verde County","Texas",512,45180,-96.7873997260689,41.9163237828574
"2499","20077","Harper","Harper County","Kansas",417,12173,-96.7873997260689,41.9163237828574
"2500","19133","Monona","Monona County","Iowa",351,11296,-96.7873997260689,41.9163237828574
"2501","49023","Juab","Juab County","Utah",1677,53440,-96.7873997260689,41.9163237828574
"2502","40137","Stephens","Stephens County","Oklahoma",332,13041,-96.7873997260689,41.9163237828574
"2503","36017","Chenango","Chenango County","New York",441,14711,-96.7873997260689,41.9163237828574
"2504","17143","Peoria","Peoria County","Illinois",197,10003,-96.7873997260689,41.9163237828574
"2505","19091","Humboldt","Humboldt County","Iowa",346,7119,-96.7873997260689,41.9163237828574
"2506","31177","Washington","Washington County","Nebraska",365,6312,-96.7873997260689,41.9163237828574
"2507","55049","Iowa","Iowa County","Wisconsin",308,12588,-96.7873997260689,41.9163237828574
"2508","27097","Morrison","Morrison County","Minnesota",371,19962,-96.7873997260689,41.9163237828574
"2509","42003","Allegheny","Allegheny County","Pennsylvania",319,11785,-96.7873997260689,41.9163237828574
"2510","29205","Shelby","Shelby County","Missouri",228,7858,-96.7873997260689,41.9163237828574
"2511","39097","Madison","Madison County","Ohio",306,7351,-96.7873997260689,41.9163237828574
"2512","20201","Washington","Washington County","Kansas",422,14148,-96.7873997260689,41.9163237828574
"2513","17019","Champaign","Champaign County","Illinois",215,15708,-96.7873997260689,41.9163237828574
"2514","16087","Washington","Washington County","Idaho",1128,24855,-96.7873997260689,41.9163237828574
"2515","17045","Edgar","Edgar County","Illinois",202,9813,-96.7873997260689,41.9163237828574
"2516","08121","Washington","Washington County","Colorado",1400,39734,-96.7873997260689,41.9163237828574
"2517","39065","Hardin","Hardin County","Ohio",298,7479,-96.7873997260689,41.9163237828574
"2518","26113","Missaukee","Missaukee County","Michigan",367,9643,-96.7873997260689,41.9163237828574
"2519","38093","Stutsman","Stutsman County","North Dakota",509,40497,-96.7873997260689,41.9163237828574
"2520","29203","Shannon","Shannon County","Missouri",296,15177,-96.7873997260689,41.9163237828574
"2521","48423","Smith","Smith County","Texas",134,13606,-96.7873997260689,41.9163237828574
"2522","40143","Tulsa","Tulsa County","Oklahoma",207,8789,-96.7873997260689,41.9163237828574
"2523","40091","McIntosh","McIntosh County","Oklahoma",202,10572,-96.7873997260689,41.9163237828574
"2524","48395","Robertson","Robertson County","Texas",115,12206,-96.7873997260689,41.9163237828574
"2525","48171","Gillespie","Gillespie County","Texas",561,14779,-96.7873997260689,41.9163237828574
"2526","26125","Oakland","Oakland County","Michigan",283,14861,-96.7873997260689,41.9163237828574
"2527","38033","Golden Valley","Golden Valley County","North Dakota",815,17593,-96.7873997260689,41.9163237828574
"2528","56027","Niobrara","Niobrara County","Wyoming",1379,43344,-96.7873997260689,41.9163237828574
"2529","27117","Pipestone","Pipestone County","Minnesota",522,7812,-96.7873997260689,41.9163237828574
"2530","51099","King George","King George County","Virginia",25,2889,-96.7873997260689,41.9163237828574
"2531","53025","Grant","Grant County","Washington",421,49437,-96.7873997260689,41.9163237828574
"2532","27129","Renville","Renville County","Minnesota",322,16702,-96.7873997260689,41.9163237828574
"2533","12001","Alachua","Alachua County","Florida",30,13434,-96.7873997260689,41.9163237828574
"2534","31091","Hooker","Hooker County","Nebraska",1030,11676,-96.7873997260689,41.9163237828574
"2535","51147","Prince Edward","Prince Edward County","Virginia",144,5359,-96.7873997260689,41.9163237828574
"2536","49007","Carbon","Carbon County","Utah",2185,23305,-96.7873997260689,41.9163237828574
"2537","42017","Bucks","Bucks County","Pennsylvania",100,9835,-96.7873997260689,41.9163237828574
"2538","46059","Hand","Hand County","South Dakota",505,24297,-96.7873997260689,41.9163237828574
"2539","42081","Lycoming","Lycoming County","Pennsylvania",394,19966,-96.7873997260689,41.9163237828574
"2540","16057","Latah","Latah County","Idaho",899,18867,-96.7873997260689,41.9163237828574
"2541","13237","Putnam","Putnam County","Georgia",147,5214,-96.7873997260689,41.9163237828574
"2542","51640","Galax","Galax city","Virginia",759,124,-96.7873997260689,41.9163237828574
"2543","35037","Quay","Quay County","New Mexico",1318,42458,-96.7873997260689,41.9163237828574
"2544","48269","King","King County","Texas",548,13230,-96.7873997260689,41.9163237828574
"2545","05073","Lafayette","Lafayette County","Arkansas",76,7890,-96.7873997260689,41.9163237828574
"2546","48451","Tom Green","Tom Green County","Texas",631,21794,-96.7873997260689,41.9163237828574
"2547","12049","Hardee","Hardee County","Florida",25,8763,-96.7873997260689,41.9163237828574
"2548","39025","Clermont","Clermont County","Ohio",249,7147,-96.7873997260689,41.9163237828574
"2549","48501","Yoakum","Yoakum County","Texas",1113,11549,-96.7873997260689,41.9163237828574
"2550","41071","Yamhill","Yamhill County","Oregon",211,12278,-96.7873997260689,41.9163237828574
"2551","19115","Louisa","Louisa County","Iowa",193,6707,-96.7873997260689,41.9163237828574
"2552","20049","Elk","Elk County","Kansas",340,9891,-96.7873997260689,41.9163237828574
"2553","39121","Noble","Noble County","Ohio",290,6344,-96.7873997260689,41.9163237828574
"2554","39137","Putnam","Putnam County","Ohio",224,7721,-96.7873997260689,41.9163237828574
"2555","48425","Somervell","Somervell County","Texas",255,2754,-96.7873997260689,41.9163237828574
"2556","42075","Lebanon","Lebanon County","Pennsylvania",183,5729,-96.7873997260689,41.9163237828574
"2557","30035","Glacier","Glacier County","Montana",1461,55209,-96.7873997260689,41.9163237828574
"2558","32027","Pershing","Pershing County","Nevada",1486,96146,-96.7873997260689,41.9163237828574
"2559","27087","Mahnomen","Mahnomen County","Minnesota",411,10281,-96.7873997260689,41.9163237828574
"2560","34031","Passaic","Passaic County","New Jersey",179,3179,-96.7873997260689,41.9163237828574
"2561","30047","Lake","Lake County","Montana",1212,29453,-96.7873997260689,41.9163237828574
"2562","48261","Kenedy","Kenedy County","Texas",5,26354,-96.7873997260689,41.9163237828574
"2563","48033","Borden","Borden County","Texas",778,13050,-96.7873997260689,41.9163237828574
"2564","29157","Perry","Perry County","Missouri",166,7395,-96.7873997260689,41.9163237828574
"2565","48411","San Saba","San Saba County","Texas",442,16050,-96.7873997260689,41.9163237828574
"2566","40073","Kingfisher","Kingfisher County","Oklahoma",341,13440,-96.7873997260689,41.9163237828574
"2567","48051","Burleson","Burleson County","Texas",96,9487,-96.7873997260689,41.9163237828574
"2568","36035","Fulton","Fulton County","New York",372,8770,-96.7873997260689,41.9163237828574
"2569","28133","Sunflower","Sunflower County","Mississippi",37,10251,-96.7873997260689,41.9163237828574
"2570","27053","Hennepin","Hennepin County","Minnesota",278,10367,-96.7873997260689,41.9163237828574
"2571","42027","Centre","Centre County","Pennsylvania",451,17729,-96.7873997260689,41.9163237828574
"2572","48025","Bee","Bee County","Texas",72,12093,-96.7873997260689,41.9163237828574
"2573","47077","Henderson","Henderson County","Tennessee",148,7798,-96.7873997260689,41.9163237828574
"2574","19171","Tama","Tama County","Iowa",284,11782,-96.7873997260689,41.9163237828574
"2575","20175","Seward","Seward County","Kansas",855,9778,-96.7873997260689,41.9163237828574
"2576","19135","Monroe","Monroe County","Iowa",270,6930,-96.7873997260689,41.9163237828574
"2577","31147","Richardson","Richardson County","Nebraska",311,8656,-96.7873997260689,41.9163237828574
"2578","17021","Christian","Christian County","Illinois",188,11223,-96.7873997260689,41.9163237828574
"2579","12089","Nassau","Nassau County","Florida",9,10167,-96.7873997260689,41.9163237828574
"2580","12133","Washington","Washington County","Florida",30,8648,-96.7873997260689,41.9163237828574
"2581","13007","Baker","Baker County","Georgia",50,4935,-96.7873997260689,41.9163237828574
"2582","13275","Thomas","Thomas County","Georgia",63,7764,-96.7873997260689,41.9163237828574
"2583","21005","Anderson","Anderson County","Kentucky",236,3136,-96.7873997260689,41.9163237828574
"2584","21185","Oldham","Oldham County","Kentucky",216,3012,-96.7873997260689,41.9163237828574
"2585","13057","Cherokee","Cherokee County","Georgia",325,6324,-96.7873997260689,41.9163237828574
"2586","38065","Oliver","Oliver County","North Dakota",623,12891,-96.7873997260689,41.9163237828574
"2587","26133","Osceola","Osceola County","Michigan",356,9553,-96.7873997260689,41.9163237828574
"2588","47109","McNairy","McNairy County","Tennessee",146,8331,-96.7873997260689,41.9163237828574
"2589","53001","Adams","Adams County","Washington",478,33978,-96.7873997260689,41.9163237828574
"2590","29057","Dade","Dade County","Missouri",312,7688,-96.7873997260689,41.9163237828574
"2591","22101","St. Mary","St. Mary Parish","Louisiana",1,15547,-96.7873997260689,41.9163237828574
"2592","50007","Chittenden","Chittenden County","Vermont",203,10472,-96.7873997260689,41.9163237828574
"2593","22057","Lafourche","Lafourche Parish","Louisiana",1,20392,-96.7873997260689,41.9163237828574
"2594","19139","Muscatine","Muscatine County","Iowa",203,7229,-96.7873997260689,41.9163237828574
"2595","12113","Santa Rosa","Santa Rosa County","Florida",30,17153,-96.7873997260689,41.9163237828574
"2596","18101","Martin","Martin County","Indiana",177,5299,-96.7873997260689,41.9163237828574
"2597","21203","Rockcastle","Rockcastle County","Kentucky",352,4823,-96.7873997260689,41.9163237828574
"2598","21223","Trimble","Trimble County","Kentucky",225,2412,-96.7873997260689,41.9163237828574
"2599","13055","Chattooga","Chattooga County","Georgia",267,4614,-96.7873997260689,41.9163237828574
"2600","45033","Dillon","Dillon County","South Carolina",31,5954,-96.7873997260689,41.9163237828574
"2601","37103","Jones","Jones County","North Carolina",12,6984,-96.7873997260689,41.9163237828574
"2602","29199","Scotland","Scotland County","Missouri",229,6994,-96.7873997260689,41.9163237828574
"2603","20131","Nemaha","Nemaha County","Kansas",380,11340,-96.7873997260689,41.9163237828574
"2604","20137","Norton","Norton County","Kansas",715,13800,-96.7873997260689,41.9163237828574
"2605","31065","Furnas","Furnas County","Nebraska",695,11364,-96.7873997260689,41.9163237828574
"2606","13087","Decatur","Decatur County","Georgia",49,8749,-96.7873997260689,41.9163237828574
"2607","18177","Wayne","Wayne County","Indiana",319,6393,-96.7873997260689,41.9163237828574
"2608","21009","Barren","Barren County","Kentucky",222,7545,-96.7873997260689,41.9163237828574
"2609","31093","Howard","Howard County","Nebraska",584,9206,-96.7873997260689,41.9163237828574
"2610","38025","Dunn","Dunn County","North Dakota",683,36894,-96.7873997260689,41.9163237828574
"2611","06005","Amador","Amador County","California",807,9312,-96.7873997260689,41.9163237828574
"2612","47049","Fentress","Fentress County","Tennessee",453,7473,-96.7873997260689,41.9163237828574
"2613","20031","Coffey","Coffey County","Kansas",334,10112,-96.7873997260689,41.9163237828574
"2614","26023","Branch","Branch County","Michigan",292,8400,-96.7873997260689,41.9163237828574
"2615","51031","Campbell","Campbell County","Virginia",211,7676,-96.7873997260689,41.9163237828574
"2616","39105","Meigs","Meigs County","Ohio",225,6721,-96.7873997260689,41.9163237828574
"2617","54067","Nicholas","Nicholas County","West Virginia",630,10055,-96.7873997260689,41.9163237828574
"2618","40053","Grant","Grant County","Oklahoma",339,15132,-96.7873997260689,41.9163237828574
"2619","46115","Spink","Spink County","South Dakota",400,25731,-96.7873997260689,41.9163237828574
"2620","50027","Windsor","Windsor County","Vermont",390,16230,-96.7873997260689,41.9163237828574
"2621","48455","Trinity","Trinity County","Texas",74,10072,-96.7873997260689,41.9163237828574
"2622","35001","Bernalillo","Bernalillo County","New Mexico",1810,17264,-96.7873997260689,41.9163237828574
"2623","13205","Mitchell","Mitchell County","Georgia",65,7306,-96.7873997260689,41.9163237828574
"2624","21147","McCreary","McCreary County","Kentucky",360,6470,-96.7873997260689,41.9163237828574
"2625","21191","Pendleton","Pendleton County","Kentucky",223,4351,-96.7873997260689,41.9163237828574
"2626","21215","Spencer","Spencer County","Kentucky",200,2933,-96.7873997260689,41.9163237828574
"2627","30041","Hill","Hill County","Montana",907,53040,-96.7873997260689,41.9163237828574
"2628","31175","Valley","Valley County","Nebraska",669,9130,-96.7873997260689,41.9163237828574
"2629","48069","Castro","Castro County","Texas",1154,13208,-96.7873997260689,41.9163237828574
"2630","24043","Washington","Washington County","Maryland",193,7327,-96.7873997260689,41.9163237828574
"2631","21133","Letcher","Letcher County","Kentucky",527,5128,-96.7873997260689,41.9163237828574
"2632","34033","Salem","Salem County","New Jersey",14,5828,-96.7873997260689,41.9163237828574
"2633","51680","Lynchburg","Lynchburg city","Virginia",227,746,-96.7873997260689,41.9163237828574
"2634","05125","Saline","Saline County","Arkansas",161,10766,-96.7873997260689,41.9163237828574
"2635","54053","Mason","Mason County","West Virginia",219,6879,-96.7873997260689,41.9163237828574
"2636","54021","Gilmer","Gilmer County","West Virginia",309,5277,-96.7873997260689,41.9163237828574
"2637","28063","Jefferson","Jefferson County","Mississippi",79,7492,-96.7873997260689,41.9163237828574
"2638","38079","Rolette","Rolette County","North Dakota",546,17073,-96.7873997260689,41.9163237828574
"2639","30103","Treasure","Treasure County","Montana",927,17087,-96.7873997260689,41.9163237828574
"2640","21049","Clark","Clark County","Kentucky",274,3904,-96.7873997260689,41.9163237828574
"2641","26005","Allegan","Allegan County","Michigan",194,30068,-96.7873997260689,41.9163237828574
"2642","47005","Benton","Benton County","Tennessee",141,6537,-96.7873997260689,41.9163237828574
"2643","27015","Brown","Brown County","Minnesota",310,10351,-96.7873997260689,41.9163237828574
"2644","47137","Pickett","Pickett County","Tennessee",320,2630,-96.7873997260689,41.9163237828574
"2645","51109","Louisa","Louisa County","Virginia",110,7792,-96.7873997260689,41.9163237828574
"2646","18145","Shelby","Shelby County","Indiana",239,6424,-96.7873997260689,41.9163237828574
"2647","39049","Franklin","Franklin County","Ohio",256,8544,-96.7873997260689,41.9163237828574
"2648","49021","Iron","Iron County","Utah",1939,50358,-96.7873997260689,41.9163237828574
"2649","32009","Esmeralda","Esmeralda County","Nevada",1726,54827,-96.7873997260689,41.9163237828574
"2650","26083","Keweenaw","Keweenaw County","Michigan",190,106711,-96.7873997260689,41.9163237828574
"2651","49039","Sanpete","Sanpete County","Utah",2228,25026,-96.7873997260689,41.9163237828574
"2652","20093","Kearny","Kearny County","Kansas",963,13384,-96.7873997260689,41.9163237828574
"2653","12009","Brevard","Brevard County","Florida",3,21318,-96.7873997260689,41.9163237828574
"2654","18105","Monroe","Monroe County","Indiana",220,6381,-96.7873997260689,41.9163237828574
"2655","19117","Lucas","Lucas County","Iowa",298,6930,-96.7873997260689,41.9163237828574
"2656","21239","Woodford","Woodford County","Kentucky",253,2940,-96.7873997260689,41.9163237828574
"2657","45053","Jasper","Jasper County","South Carolina",8,10034,-96.7873997260689,41.9163237828574
"2658","48043","Brewster","Brewster County","Texas",1096,86214,-96.7873997260689,41.9163237828574
"2659","45065","McCormick","McCormick County","South Carolina",123,5729,-96.7873997260689,41.9163237828574
"2660","45087","Union","Union County","South Carolina",150,7572,-96.7873997260689,41.9163237828574
"2661","27103","Nicollet","Nicollet County","Minnesota",294,7848,-96.7873997260689,41.9163237828574
"2662","55075","Marinette","Marinette County","Wisconsin",266,26570,-96.7873997260689,41.9163237828574
"2663","53011","Clark","Clark County","Washington",212,11326,-96.7873997260689,41.9163237828574
"2664","55099","Price","Price County","Wisconsin",464,21987,-96.7873997260689,41.9163237828574
"2665","18103","Miami","Miami County","Indiana",237,6003,-96.7873997260689,41.9163237828574
"2666","20053","Ellsworth","Ellsworth County","Kansas",506,11210,-96.7873997260689,41.9163237828574
"2667","22123","West Carroll","West Carroll Parish","Louisiana",29,5201,-96.7873997260689,41.9163237828574
"2668","12077","Liberty","Liberty County","Florida",23,11804,-96.7873997260689,41.9163237828574
"2669","20083","Hodgeman","Hodgeman County","Kansas",724,13114,-96.7873997260689,41.9163237828574
"2670","20119","Meade","Meade County","Kansas",771,14811,-96.7873997260689,41.9163237828574
"2671","21149","McLean","McLean County","Kentucky",124,3899,-96.7873997260689,41.9163237828574
"2672","28001","Adams","Adams County","Mississippi",53,6904,-96.7873997260689,41.9163237828574
"2673","28057","Itawamba","Itawamba County","Mississippi",112,7906,-96.7873997260689,41.9163237828574
"2674","21073","Franklin","Franklin County","Kentucky",224,3251,-96.7873997260689,41.9163237828574
"2675","23009","Hancock","Hancock County","Maine",58,39624,-96.7873997260689,41.9163237828574
"2676","23013","Knox","Knox County","Maine",20,19159,-96.7873997260689,41.9163237828574
"2677","13217","Newton","Newton County","Georgia",212,4048,-96.7873997260689,41.9163237828574
"2678","46049","Faulk","Faulk County","South Dakota",495,17038,-96.7873997260689,41.9163237828574
"2679","26061","Houghton","Houghton County","Michigan",270,26475,-96.7873997260689,41.9163237828574
"2680","30061","Mineral","Mineral County","Montana",1426,21664,-96.7873997260689,41.9163237828574
"2681","47051","Franklin","Franklin County","Tennessee",355,8484,-96.7873997260689,41.9163237828574
"2682","22029","Concordia","Concordia Parish","Louisiana",14,10586,-96.7873997260689,41.9163237828574
"2683","22063","Livingston","Livingston Parish","Louisiana",9,9646,-96.7873997260689,41.9163237828574
"2684","25009","Essex","Essex County","Massachusetts",15,13562,-96.7873997260689,41.9163237828574
"2685","46019","Butte","Butte County","South Dakota",917,38504,-96.7873997260689,41.9163237828574
"2686","08035","Douglas","Douglas County","Colorado",2086,13042,-96.7873997260689,41.9163237828574
"2687","45079","Richland","Richland County","South Carolina",77,11239,-96.7873997260689,41.9163237828574
"2688","18095","Madison","Madison County","Indiana",267,7134,-96.7873997260689,41.9163237828574
"2689","40099","Murray","Murray County","Oklahoma",317,6193,-96.7873997260689,41.9163237828574
"2690","54009","Brooke","Brooke County","West Virginia",309,1459,-96.7873997260689,41.9163237828574
"2691","54013","Calhoun","Calhoun County","West Virginia",298,4335,-96.7873997260689,41.9163237828574
"2692","51021","Bland","Bland County","Virginia",822,5432,-96.7873997260689,41.9163237828574
"2693","30111","Yellowstone","Yellowstone County","Montana",1061,45853,-96.7873997260689,41.9163237828574
"2694","54043","Lincoln","Lincoln County","West Virginia",280,6738,-96.7873997260689,41.9163237828574
"2695","06033","Lake","Lake County","California",714,20643,-96.7873997260689,41.9163237828574
"2696","13131","Grady","Grady County","Georgia",69,6463,-96.7873997260689,41.9163237828574
"2697","08021","Conejos","Conejos County","Colorado",2740,19599,-96.7873997260689,41.9163237828574
"2698","49037","San Juan","San Juan County","Utah",1727,120741,-96.7873997260689,41.9163237828574
"2699","18133","Putnam","Putnam County","Indiana",241,7573,-96.7873997260689,41.9163237828574
"2700","16047","Gooding","Gooding County","Idaho",1184,12049,-96.7873997260689,41.9163237828574
"2701","47167","Tipton","Tipton County","Tennessee",94,6933,-96.7873997260689,41.9163237828574
"2702","22121","West Baton Rouge","West Baton Rouge Parish","Louisiana",4,2843,-96.7873997260689,41.9163237828574
"2703","29171","Putnam","Putnam County","Missouri",293,8235,-96.7873997260689,41.9163237828574
"2704","56039","Teton","Teton County","Wyoming",2453,70474,-96.7873997260689,41.9163237828574
"2705","55043","Grant","Grant County","Wisconsin",285,19443,-96.7873997260689,41.9163237828574
"2706","38059","Morton","Morton County","North Dakota",620,34075,-96.7873997260689,41.9163237828574
"2707","37041","Chowan","Chowan County","North Carolina",3,3489,-96.7873997260689,41.9163237828574
"2708","37021","Buncombe","Buncombe County","North Carolina",816,9805,-96.7873997260689,41.9163237828574
"2709","06063","Plumas","Plumas County","California",1619,41177,-96.7873997260689,41.9163237828574
"2710","51730","Petersburg","Petersburg city","Virginia",37,347,-96.7873997260689,41.9163237828574
"2711","50023","Washington","Washington County","Vermont",413,11694,-96.7873997260689,41.9163237828574
"2712","46093","Meade","Meade County","South Dakota",840,58985,-96.7873997260689,41.9163237828574
"2713","18097","Marion","Marion County","Indiana",238,6330,-96.7873997260689,41.9163237828574
"2714","05017","Chicot","Chicot County","Arkansas",34,9975,-96.7873997260689,41.9163237828574
