%global
        time = "1989-01-01/1"

%climate
        id = 0

%attributes
        elevation = "288"
        latitude = "42.41"
        longitude = "-85.372"
        wind speed = "3.3"
        annual precipitation = "934.7"
        temperature average = "9.4"
        temperature amplitude = "68.8"


%data
 prec	 tavg	 tmax	 tmin	 grad	 wind
0	7.4	11	3.8	99.14	3.68
0	3.7	8.3	-0.9	105.83	2.81
0	5	12.3	-2.3	176.34	1.74
0	10.1	20.2	0	156.69	5.5
7	17.15	22.6	11.7	110.85	3.43
4	17.2	23.3	11.1	108.47	3.73
0	12.9	18.5	7.3	146.77	2.3
0	10.15	15.4	4.9	96.53	4.32
5	14.4	20.1	8.7	36.12	5.2
0	9.65	15.4	3.9	144.71	2.43
0	9.1	17.1	1.1	140.54	2.01
0	10.4	15.1	5.7	87.66	4.18
17	9.95	14.6	5.3	25.77	5.76
2	3.9	6.4	1.4	19.65	4.61
0	6.05	10.9	1.2	48.92	1.88
14	8.15	10.6	5.7	17.15	4.04
0	9.4	15.2	3.6	133.37	4.06
0	12.55	22.3	2.8	131.33	3.65
0	16	24.4	7.6	132.48	2.12
0	19.6	24.1	15.1	128.55	2.64
0	18.3	21.3	15.3	68.11	4.2
7	13.3	18.3	8.3	19.96	5.92
0	5.1	10.4	-0.2	90.51	3.96
0	3.8	10.9	-3.3	128.29	1.79
0	5.95	14.5	-2.6	128.63	1.96
1	7.3	14.4	0.2	80.64	1.08
1	7.25	16	-1.5	118.81	4.31
6	8.9	11.8	6	7.75	7.75
1	4.05	6.1	2	22.64	6.08
0	6.45	11	1.9	116.61	2.84
0	12.1	18	6.2	114.9	3.55
0	10	17.5	2.5	103.08	3.02
0	12.05	16.1	8	54.2	5.11
3	13.65	15.9	11.4	19.4	6.95
0	7.6	11.8	3.4	88.13	6.5
0	3.35	6.3	0.4	109.19	3.79
11	-0.15	3.4	-3.7	7.84	2.56
0	-3.2	0.7	-7.1	86.2	3.24
0	-2.4	2.3	-7.1	49.36	3.12
0	6.35	17	-4.3	93.04	2.22
0	5.1	9.8	0.4	100.31	4.82
3	11.3	15.1	7.5	22.2	5.64
15	7.9	15.1	0.7	11.88	4.69
0	-1.35	1.4	-4.1	50.39	2.2
0	-1.45	3.7	-6.6	75.89	1.75
0	2.5	7.4	-2.4	74.91	3.84
1	4.35	7.9	0.8	31.1	3.58
3	0.45	2.8	-1.9	24	2.79
0	2.85	5.5	0.2	33.29	3.06
0	4.75	9.9	-0.4	77.35	3.12
0	2.05	5.9	-1.8	66.25	2.61
0	3.8	10.8	-3.2	85.4	2.1
0	-0.35	2.5	-3.2	32.73	1.92
0	4.45	7.2	1.7	33.41	3.37
0	5.6	10	1.2	34.86	3.41
0	8.55	13.4	3.7	44.33	5.81
0	7.7	10.8	4.6	61.98	3.94
0	12	16.8	7.2	30.73	1.91
5	14.1	16.1	12.1	19.71	4.36
6	11.15	15.6	6.7	22.45	6.46
1	5.35	7.2	3.5	34.7	2.67
1	6.7	9.6	3.8	25.04	5.12
0	1.8	3.9	-0.3	11.41	4.62
1	-1.7	0.1	-3.5	19.48	4.72
0	-2.95	-1.4	-4.5	46.4	4.74
0	0.35	7.2	-6.5	52.11	5.36
17	6.65	9.3	4	9.34	3.45
1	6.25	9.2	3.3	22.29	2.72
11	9.7	15.8	3.6	13.84	7.53
0	8.7	14.2	3.2	46.11	6.22
0	5.3	10.9	-0.3	78.96	2.64
2	2	4.6	-0.6	20.49	4.62
6	1.65	3.9	-0.6	30.42	4.52
22	-1.5	0.5	-3.5	9.87	7.88
1	1.8	3.8	-0.2	25.88	3.83
0	-0.7	-0.1	-1.3	24.09	2.73
0	-1.75	-1	-2.5	14.79	3.71
0	-3.65	-2.4	-4.9	10.53	5.3
0	-0.9	1	-2.8	70.22	4.84
0	-1.45	0.7	-3.6	31.07	3.75
0	-7.3	-3.4	-11.2	72.52	3.64
0	-6.6	-1.5	-11.7	100.44	3.89
0	-2.45	1.9	-6.8	87.6	3.29
0	1.5	5.5	-2.5	61.3	2.48
4	2.85	5.3	0.4	20.23	3.18
13	3.85	5.8	1.9	12.08	2.23
5	-4.05	2	-10.1	37.92	7.56
2	-11.05	-8.1	-14	79.87	5.14
2	-7.55	-4.8	-10.3	74.14	6.57
1	-9.95	-7.5	-12.4	49.53	4.88
0	-1.7	4.2	-7.6	84.23	3.1
2	2.6	5.5	-0.3	26.44	4.64
0	-2.1	-0.2	-4	33.66	4.97
0	-9.05	-4	-14.1	68.55	6.66
1	-11.7	-10	-13.4	61.3	6.27
0	-10.2	-4.9	-15.5	99.99	3.58
1	-7.7	-2.1	-13.3	73.28	1.79
0	-5.3	-3.3	-7.3	49.45	2.14
0	-4.7	-1.4	-8	70.92	2.72
0	-1.65	6	-9.3	103.9	2.15
0	-5.4	-0.7	-10.1	71.34	3.61
1	-0.15	4.4	-4.7	87.81	4.27
2	1.3	5.5	-2.9	9.77	6.75
0	-3.4	-2	-4.8	29.35	5.29
2	-1	0.9	-2.9	16.33	5.44
0	-2.9	0.2	-6	123.63	2.82
0	3.75	8.4	-0.9	95.08	3.59
2	5.6	9	2.2	20.05	3.6
0	1.55	6.6	-3.5	88.44	2.23
11	-0.1	3.4	-3.6	24.95	6.16
3	1.85	4.2	-0.5	28.1	5.87
2	-4.7	-0.4	-9	39.19	3.27
0	-2.9	2.6	-8.4	77.48	2.55
0	-2.5	2.4	-7.4	113.85	3.76
0	3.05	7.2	-1.1	81.67	4.55
2	0	3.2	-3.2	73.7	3.62
1	-3.5	-0.8	-6.2	45.88	5.24
0	-8.95	-5.4	-12.5	98.95	4.55
0	-9.15	-4.8	-13.5	109.33	3.21
2	-10.25	-6.3	-14.2	69.6	5.87
0	-14.45	-9.3	-19.6	122.33	3.03
0	-15	-8.1	-21.9	109.81	2.96
1	-6.6	-3.7	-9.5	39.45	2.42
1	-2.25	-0.7	-3.8	41.36	1.98
0	-6	-0.2	-11.8	119.91	2.96
0	-7	2.2	-16.2	118.66	4.84
0	8.8	15.8	1.8	109	9.37
0	7.65	12.4	2.9	164.28	5.35
0	2.7	6.2	-0.8	94.46	2.89
0	1.25	4.6	-2.1	92.55	2.86
0	1.6	7.3	-4.1	150.23	2.52
9	-0.7	0.5	-1.9	28.18	7.17
7	-1.65	0.7	-4	125.89	5.93
0	-0.85	4	-5.7	100.51	2.71
0	1.9	7.8	-4	167.64	5.7
3	7.2	14.1	0.3	142.33	7.89
0	1.2	7.2	-4.8	103.57	6.12
24	-6.25	-4.2	-8.3	23.53	6.02
0	-6.95	-1.8	-12.1	176.03	2.79
2	-6.6	-1.8	-11.4	65.75	2.56
0	-3.4	7	-13.8	202.3	1.23
3	-1.1	1.9	-4.1	52.57	1.43
0	-1.1	5.8	-8	119.79	3.43
0	9.75	15	4.5	157.19	4.39
0	15.75	21.1	10.4	144.17	4.93
3	16.45	19.5	13.4	58.1	4.46
0	7.95	13.6	2.3	62.33	2.59
0	8.5	17.5	-0.5	208.99	1.77
0	7.75	15.1	0.4	127.8	1.9
13	8.5	11.1	5.9	36.94	3.39
2	8.1	10.4	5.8	51.76	2.24
0	9.5	18	1	167.16	4.46
3	10.35	12.9	7.8	152.05	9.06
0	4.95	10.2	-0.3	211.35	5.19
0	3.05	9.2	-3.1	155.54	2.52
0	2.3	6.1	-1.5	182.41	3.21
0	0.6	6.5	-5.3	236.58	3.18
0	1.9	7.2	-3.4	220.9	2.42
0	8.2	16.6	-0.2	138.21	3.82
1	5.4	9.4	1.4	54.87	4.11
13	4.4	9.7	-0.9	32.58	3.62
0	3.55	10.1	-3	186.54	2.46
0	4.6	12.6	-3.4	230.52	2.6
5	10.6	20.2	1	185.71	3.9
5	3.55	7.2	-0.1	57.07	4.51
0	5.25	13.2	-2.7	251.74	1.64
1	9.2	16.2	2.2	112.38	5.99
32	10.6	16.5	4.7	50.82	5.66
2	5.55	9.6	1.5	189.33	3.46
4	-0.4	2.8	-3.6	102.61	6.12
0	4.75	14.7	-5.2	217.86	4.53
1	-0.6	2.5	-3.7	69.97	3.83
0	-1	5.8	-7.8	274.4	3.37
16	4.9	8.3	1.5	25.54	4.38
1	1.35	4	-1.3	74.3	4.38
7	0.45	4.1	-3.2	99.68	3.63
2	-2.05	2.3	-6.4	244.58	3.2
12	2.65	7.7	-2.4	22.79	4.73
3	5.55	10.1	1	195.89	3.98
0	3.65	8.8	-1.5	271.41	2.42
0	5.45	13.3	-2.4	159.15	2.15
0	8.9	17.4	0.4	284.28	2.88
0	12.15	22	2.3	297.34	2.43
0	16.4	26.3	6.5	295.96	2.4
0	17.5	28.6	6.4	305.01	1.93
0	17.65	27.9	7.4	271.8	1.85
0	12.65	16.5	8.8	114.27	3.76
0	14.65	19.8	9.5	217.56	4.49
7	12.9	16.9	8.9	59.92	1.93
0	11.65	14.7	8.6	64.3	2.44
0	9.95	17.1	2.8	303.3	1.8
0	13.8	23.4	4.2	290.15	3.16
3	17.7	25.4	10	216.6	3.93
1	10.05	16	4.1	78.16	3.29
0	8.95	15.3	2.6	249.5	4.12
3	6.6	10.9	2.3	63.94	4.09
0	8.4	11.4	5.4	131.96	1.47
11	8.5	11.5	5.5	89.94	3.15
0	8.1	10.1	6.1	58.06	4.62
10	8.9	12.3	5.5	125.44	2.26
0	10.7	18.6	2.8	312.46	2.28
26	9.1	13.3	4.9	64.47	4.2
3	12.75	18.9	6.6	270.74	3.16
0	13.6	23.6	3.6	321.61	2.12
0	15.8	22.2	9.4	251.74	3.64
0	11.7	18.8	4.6	304.82	2.46
0	9.6	15.6	3.6	139.89	3.52
9	10.4	12.2	8.6	50.75	5.14
1	15.45	21.3	9.6	177.98	2.4
9	17	21.1	12.9	77.35	2.92
3	13.25	17.1	9.4	297.07	2.82
13	7.2	10.3	4.1	145.05	4.63
0	5.25	8.9	1.6	283.94	3.54
0	11.6	20	3.2	273.6	3.77
0	13.15	17.7	8.6	227.32	1.47
0	13	19.7	6.3	330	2
0	13.6	24.5	2.7	346.06	1.02
0	14.1	20.8	7.4	220.22	2.08
0	16.15	22.7	9.6	311.27	1.99
0	15.65	22.7	8.6	345.96	2.47
0	19.3	26	12.6	358.75	1.92
0	18.2	28.5	7.9	333.05	2.55
0	22.25	29	15.5	316.25	2.74
22	22.6	28.8	16.4	271.92	2.49
0	21.5	27.1	15.9	232.15	2.58
0	23.7	28.7	18.7	182.63	4.42
0	21.9	27.7	16.1	308.06	3.62
0	20.3	27	13.6	347.13	1.98
0	19.55	27.6	11.5	297.63	2.3
1	20.15	25	15.3	178.79	2.6
0	18.6	24.4	12.8	347.43	2.51
0	19.7	29.4	10	350.34	1.06
3	20.1	26.5	13.7	206.16	2.23
3	18.5	22	15	165.43	3.79
0	19.5	25.8	13.2	297.91	3.54
0	13	16.7	9.3	150.3	3.28
1	12.7	19.1	6.3	355.28	2.79
0	14.3	24.2	4.4	185.74	1.9
0	22.55	31.7	13.4	276.05	2.67
0	25.3	30.4	20.2	331.93	3.2
0	18.25	25.5	11	341.91	2.84
0	17.9	25.9	9.9	241.94	2.21
2	20.7	26.1	15.3	271	2.78
11	22.85	29.6	16.1	303.41	2.16
22	18.4	21.1	15.7	89.02	3.69
0	22.4	29.9	14.9	350.25	1.89
0	23.4	33.8	13	330.05	0.88
0	22.85	30.6	15.1	341.58	2.36
0	24	30.1	17.9	229.51	4.14
0	19.5	25.1	13.9	349.38	3.24
2	20.6	27.5	13.7	206.85	2.18
0	22	26.3	17.7	239.13	2.84
0	22.7	30.4	15	354.62	1.69
0	21.05	29.3	12.8	346.32	2.62
1	24.75	29	20.5	164.19	2.69
0	23.9	29.9	17.9	354.34	3.66
0	17.05	21.5	12.6	149.9	3.08
0	16.9	26	7.8	362.86	1.93
0	17.5	26.9	8.1	293.76	2.09
4	16.8	22.6	11	289.49	3.3
0	17.5	25.6	9.4	307.62	1.82
0	17.15	25.5	8.8	299.77	1.79
0	19	26.3	11.7	262.27	1.95
0	23.7	28.6	18.8	268.01	2.35
0	24.85	31	18.7	239.74	2.95
3	23.65	30.3	17	226.29	1.25
1	24.95	30.9	19	279.64	2.96
0	21.65	26.4	16.9	195.06	3.5
0	20.75	29.2	12.3	334.88	1.24
7	23.3	30.8	15.8	219.73	2.73
5	27.25	32.8	21.7	276.05	3.56
16	25.5	30.6	20.4	226.9	3.18
0	24.85	29.6	20.1	324.09	4.6
2	20.45	24.5	16.4	215.37	3.08
0	20.15	26.7	13.6	301.62	1.45
0	20.5	30.1	10.9	240.76	3.84
15	23.4	29.1	17.7	288.46	2.78
0	23.05	30.9	15.2	295.99	1.99
0	24.25	32	16.5	302.98	1.66
7	25.3	30.9	19.7	180.9	2.77
0	25.45	30.9	20	317.17	2.05
0	25.2	33.5	16.9	300.43	1.1
28	25.45	30.9	20	129.37	3.07
0	24.8	30	19.6	323.15	2.49
0	23	30.4	15.6	339.06	1.45
0	23.65	30.9	16.4	321.64	1.63
5	23.85	30.1	17.6	252.73	1.81
3	22.05	25.8	18.3	142.31	2.81
19	19.5	22.4	16.6	91.2	2.77
0	22.5	26.8	18.2	192.88	1.83
0	22	28.7	15.3	311.4	1.82
0	22.8	30.8	14.8	329.04	1.1
0	23.85	32	15.7	320.42	0.96
0	24.5	32.2	16.8	315.66	1.6
0	23.85	29.2	18.5	228.6	2.85
0	21.75	28.2	15.3	291.8	2.32
0	20.95	27.7	14.2	275.72	2.26
0	21.3	29.7	12.9	321.31	1.77
0	21.75	30.6	12.9	270.81	1.38
0	24.85	33.3	16.4	304.4	1.17
0	27	32.7	21.3	207.98	2.47
8	27.65	32.6	22.7	202.47	2.08
50	24.5	28.6	20.4	180.83	3.58
0	22.85	27.8	17.9	220.62	1.36
42	21.35	26.4	16.3	136.97	2.43
33	23.35	28.4	18.3	189.3	3.03
1	22.95	28.4	17.5	231.99	2.41
0	21.65	28.2	15.1	234.61	1.53
1	23.3	27.4	19.2	160.53	2.03
21	22.2	25.8	18.6	109.87	3.36
0	18.65	22.7	14.6	208.21	3.18
0	17.9	24.9	10.9	254.79	1.41
0	19.4	26.7	12.1	279.24	2.58
0	21.7	26.9	16.5	117.49	3.51
2	22.1	27.4	16.8	175.49	2.69
0	22.25	29.3	15.2	264.65	1.6
14	22.85	27.7	18	108.98	2.12
0	24.7	30.1	19.3	240.71	1.36
0	25.3	30.8	19.8	255.3	1.59
1	24.95	29	20.9	165.17	1.44
0	20.9	25.3	16.5	209.39	2.33
0	18.25	22.9	13.6	247.01	2.93
0	17.7	23.6	11.8	253.31	2.48
0	18.3	26.3	10.3	275.94	1.57
0	18.4	26.5	10.3	264.36	1.95
0	21.7	30.2	13.2	249.67	2.85
0	26.7	32.1	21.3	210.71	3.1
1	27.3	31.5	23.1	170.35	3.28
5	22.55	26.4	18.7	63.4	3.64
4	22.45	27.5	17.4	122.72	2.04
12	18.45	22.3	14.6	82.7	3.9
0	17.95	25	10.9	241.01	0.99
0	17.25	24.7	9.8	234.47	2.42
0	19.9	27.9	11.9	215.82	3.07
0	18.55	23.6	13.5	195.13	2.27
0	17.2	23.1	11.3	216.69	1.94
0	18.9	26.6	11.2	192.98	3.48
12	21.3	25.2	17.4	137.66	2.58
0	19.05	25.4	12.7	212.06	1.51
0	19.75	28.6	10.9	223.25	2.57
0	20.8	28.4	13.2	223.83	1.62
0	20.45	28.1	12.8	117.13	2.07
0	21.85	28.4	15.3	148.14	1.66
0	17.95	21.8	14.1	53.19	2.02
0	17.35	23	11.7	179.67	2.68
0	17.45	24.6	10.3	185.28	3.62
4	16.3	19.7	12.9	149.29	4.72
0	14.65	19.1	10.2	184.01	3.85
2	13.65	17.6	9.7	65.73	2.82
27	14.9	16.9	12.9	38.06	4.95
3	15.35	16.4	14.3	32.06	3.83
5	16	20.7	11.3	112.01	2.24
4	15.95	20.8	11.1	136.65	1.34
0	16.1	20.4	11.8	109.48	1.01
0	17.55	23.7	11.4	168	3.08
9	20.8	26.3	15.3	146.89	3.24
3	18.6	24	13.2	76.12	2.34
0	18.35	26.3	10.4	123.91	4.08
0	8.8	14.1	3.5	187.71	3.41
0	10.7	18.2	3.2	168.87	1.63
0	11.1	19.1	3.1	177.01	2.59
0	16	21.5	10.5	148.67	3.27
18	16.05	22.5	9.6	82.83	5.02
0	8.65	15.2	2.1	161.34	1.82
0	9.4	17.4	1.4	175.16	2.21
0	14.45	22	6.9	88.76	4.68
13	17.9	19.3	16.5	20.81	3.29
0	21.4	25.8	17	97.68	5.49
0	17.25	24.8	9.7	98.79	4.26
0	15.65	24.5	6.8	144.35	1.61
1	10.95	12.9	9	21.44	2.66
0	8.4	12.4	4.4	88.28	3.56
0	8.05	13.2	2.9	130.69	2.46
0	12	20.7	3.3	145.82	3.39
0	8.1	13.2	3	129.62	3.01
0	6.55	14.3	-1.2	124.28	1.54
19	4.4	5.6	3.2	10.01	4.26
2	5.25	7	3.5	32.9	2.37
0	10.25	14.6	5.9	108.06	3.23
0	16.35	19.5	13.2	33.97	4.3
11	8.7	13.3	4.1	56.21	2.63
0	6.7	12.6	0.8	93.96	3.27
0	17.1	24.9	9.3	117.83	2.52
5	15.3	17.6	13	37.21	2.18
3	11.05	14.3	7.8	58.57	2.08
0	8.5	14.7	2.3	135.85	1.6
0	12.25	20	4.5	124.44	2.4
0	11.55	21.3	1.8	120.24	1.28
0	11.2	19.8	2.6	126.25	2.53
1	9.95	15.1	4.8	38.32	4.11
0	8.65	13	4.3	122.73	3
0	11.1	17.6	4.6	123.1	5
0	6	12.3	-0.3	121.2	3.42
0	3	10.8	-4.8	121.28	2.55
0	7.7	13.8	1.6	122.95	4.47
0	9.5	16	3	117.31	2.9
0	8.25	15	1.5	100.97	1.54
0	7.5	13.6	1.4	59.88	1.75
0	10.8	20.2	1.4	91.87	5
9	13.95	21.1	6.8	81.59	5.86
6	3	6.8	-0.8	33.22	7.61
0	-1.15	-0.4	-1.9	28.66	4.1
0	-0.3	3.5	-4.1	101.01	3.06
0	-0.65	5.6	-6.9	80.36	1.98
15	1.45	3.3	-0.4	12.08	3
1	4.3	5.9	2.7	9.17	2.56
3	2.8	3.3	2.3	9.63	2.68
0	2.65	5.5	-0.2	28.82	2.5
0	1.65	4.3	-1	29.94	3.08
11	6.75	10.3	3.2	9.27	6.54
4	10.85	14.2	7.5	71.04	5.14
0	6.25	10.8	1.7	59.34	3.63
6	2.65	4.4	0.9	19.84	4.84
5	2.45	3.9	1	22.46	3.12
0	1.35	2.1	0.6	9.34	1.69
7	0.4	1.9	-1.1	14.1	2.22
2	0.35	2.9	-2.2	40.75	2.64
0	2.3	7.6	-3	43.52	3.29
0	0.4	2.9	-2.1	73.77	5.24
1	-3.35	-2	-4.7	13.02	5.9
8	-3.9	-2.6	-5.2	31.29	4.41
4	-5.25	-4.3	-6.2	41.51	3.4
14	-3.3	-0.5	-6.1	18.63	3.95
1	-4.3	0.8	-9.4	17.96	4.24
0	-7.35	-3.6	-11.1	37.88	4.28
4	-9.4	-7	-11.8	42.93	5.62
2	-11.55	-8.6	-14.5	79.52	4.22
5	-11.65	-8.7	-14.6	32.56	3.45
1	-5.9	-2.6	-9.2	23.78	2.2
1	-8.85	-6.3	-11.4	59.95	3.53
0	-13.2	-11.1	-15.3	95.18	3.56
0	-8.1	-1.3	-14.9	73.25	6.64
0	-2.85	1.4	-7.1	27.85	3.44
0	0.7	4.2	-2.8	48.11	3.3
3	-1.3	1.7	-4.3	28.83	3.63
1	1.55	2.6	0.5	20.63	2.16
2	0.55	1.3	-0.2	15.8	4
3	5.95	11.3	0.6	22.65	6.73
0	-1.1	0.7	-2.9	10.33	4.88
0	-0.15	4.5	-4.8	64.16	3.3
2	0.45	3.3	-2.4	41.17	5.78
0	-2.4	-0.6	-4.2	53.94	4.11
0	1.15	5.5	-3.2	50.58	4.22
0	-0.35	4.7	-5.4	92.99	2.69
14	1	4.8	-2.8	37.27	3.32
1	2	3.3	0.7	14.34	4.35
1	-4.1	0.7	-8.9	23.91	7.76
1	-10.55	-8.7	-12.4	55.5	5.42
1	-13.1	-9.5	-16.7	53.2	3.98
1	-13.05	-9.5	-16.6	53.5	5.55
0	-10.4	-7.5	-13.3	49.85	3.24
1	-6.85	-3	-10.7	46.1	4.24
13	3	9.2	-3.2	7.25	9.36
16	3.05	8.9	-2.8	24.42	4.65
5	-0.5	3.3	-4.3	18.13	3.95
0	-6.45	-4.2	-8.7	56.89	3.18
0	-4.3	-0.8	-7.8	45.69	1.71
0	-10.6	2.9	-24.1	74.06	1.64
14	-9.05	1.4	-19.5	17.87	3.14
13	3.75	6.2	1.3	12.74	4.68
0	1.65	3.1	0.2	23.32	3.63
0	3.2	6.1	0.3	50.23	2.45
9	3.4	5.3	1.5	20.13	2.27
0	10.55	16	5.1	91.31	3.41
0	4.55	8.2	0.9	28	1.63
4	4.45	4.9	4	13.43	2.6
0	3.15	4.1	2.2	21.27	2.69
1	2.95	5.4	0.5	14.71	3.51
4	1.05	2.3	-0.2	22.22	5.46
0	-1.95	-0.1	-3.8	16.89	5.65
0	-2.7	-2	-3.4	8.87	5.06
2	-5.1	-1.8	-8.4	37.75	3.73
2	-6.2	-3	-9.4	60.25	3.59
6	-1.75	0.9	-4.4	19.96	4.86
1	-0.8	2.9	-4.5	79.88	3.72
0	-7.7	-4.4	-11	71.11	5.72
0	-7.95	-5.6	-10.3	132.87	5.32
0	-6.85	-1.6	-12.1	89.32	4.03
0	-2.55	1.8	-6.9	53.42	3.51
0	-0.65	7.3	-8.6	113.48	2.54
16	6.25	11.1	1.4	14.47	4.7
0	-2.5	1.4	-6.4	44.41	4.78
1	-8.095	-5.77	-10.42	70.21	4.88
0	-3.055	2.2	-8.31	155.89	6.22
0	4.1	7.6	0.6	45.18	2.42
1	3.05	5.9	0.2	56.48	6.18
0	2.45	6.9	-2	149.9	3.8
1	3.7	7.8	-0.4	140.25	5.5
0	-2.15	0.1	-4.4	38.96	5.58
0	-3.55	1.4	-8.5	116.17	2.58
0	5.9	13.9	-2.1	133.07	3.75
0	10.7	19.1	2.3	154.08	3.62
0	8.9	18	-0.2	154.94	2.34
0	8.6	17.1	0.1	123.74	3.94
3	11.4	16.2	6.6	67.44	3.26
0	10.6	16.9	4.3	74.54	4.68
1	9.8	14.3	5.3	100.77	3.65
8	9.1	14.8	3.4	20.21	4.74
2	-1.5	3.4	-6.4	54.11	5.99
0	-0.55	6.6	-7.7	133.83	5.46
0	5.05	11.2	-1.1	169.69	3.46
19	8.9	13.8	4	20.85	5.25
14	4.7	12.6	-3.2	34.02	5.82
0	-2.7	-0.4	-5	106.08	4.44
1	-5.75	-3.1	-8.4	168.13	3.32
0	-3.7	1.2	-8.6	135.6	2.89
0	3.55	11.7	-4.6	127.68	5.88
0	11.4	13.8	9	38.98	6.42
2	10.1	15.4	4.8	110.84	6.86
0	6.3	8.9	3.7	202.13	9.25
0	1.75	4.7	-1.2	102.38	2.9
0	-5	-1.1	-8.9	172.92	5.4
0	-6.25	-3	-9.5	178.69	3.21
0	-6.05	1	-13.1	166.72	1.49
6	-5.5	-2.5	-8.5	84.85	3.89
0	-7.3	-3.5	-11.1	176.52	4.63
0	-6	-1.1	-10.9	166.94	4.3
0	-2.05	4.5	-8.6	212.62	2.29
4	-1.95	1.3	-5.2	24.89	3.88
2	2.35	3.6	1.1	33.59	3.47
0	4.8	8.8	0.8	158.71	2.69
2	5.65	9.7	1.6	80.67	2.52
0	3.65	11	-3.7	204.68	4.12
0	-1.7	5	-8.4	235.99	2.49
3	2	9.1	-5.1	191.76	3.96
17	14.75	25.4	4.1	172.25	4.19
12	5.4	7.2	3.6	38.61	4.53
8	8.8	12.9	4.7	53.04	3
1	9.05	11.5	6.6	70.75	2.2
0	4.55	9.1	0	68.33	2.12
2	6.35	12.8	-0.1	168.2	3.27
30	4.2	5.2	3.2	30.23	5.46
0	2.95	3.9	2	42.39	3.39
0	7.05	14.3	-0.2	249.73	2.04
0	6.2	13.9	-1.5	125.37	2.3
9	9.1	10.8	7.4	26.23	3.12
6	7.25	12.9	1.6	57.61	4.28
5	3.35	7.1	-0.4	29.16	5.13
34	2.3	4.4	0.2	90.82	7.87
1	5.4	10.5	0.3	271.77	3.61
0	6.7	16.6	-3.2	269.14	2.83
0	16.2	23	9.4	194.63	5.46
5	18.1	22.6	13.6	133.34	4.86
0	10.35	14.7	6	69.75	3.23
0	9.05	14.7	3.4	260.82	2.4
0	9.2	12.4	6	69.54	2.86
0	12.1	19.1	5.1	201.47	3.69
0	19	26.9	11.1	237.49	4.75
1	15.65	20.3	11	130.4	5
0	12.35	20.1	4.6	267.53	2.14
0	14	22.2	5.8	252.79	4.46
6	16.65	21	12.3	108.09	2.78
11	15.95	21.4	10.5	105.74	4.85
0	7.15	10.6	3.7	129.58	3.87
0	9.4	16.5	2.3	264.11	2.58
0	11.3	22	0.6	301.01	1.24
0	13.4	22.5	4.3	294	2.83
0	16.8	23.3	10.3	245.2	2.78
0	20.95	27.3	14.6	203.82	3.73
0	13.5	19.5	7.5	92.5	6.1
0	10.3	16.3	4.3	153.04	2.44
3	9.15	12.6	5.7	94.99	4.98
20	8.35	12.2	4.5	36.14	4.34
17	12.15	16.4	7.9	98.71	5.03
3	6.25	8.4	4.1	76.86	4.78
0	8.85	16.3	1.4	272.4	1.3
7	7.3	9	5.6	48.65	3.52
0	10.2	15.8	4.6	217.77	4.5
0	9.5	15.5	3.5	295.86	4.35
0	6.05	10.4	1.7	322.27	4.25
0	6.2	13.6	-1.2	327.34	2.72
0	8.95	18.3	-0.4	262.15	1.25
4	15.1	22.2	8	225.72	2.94
3	13.4	19.5	7.3	262.88	2.59
0	13.4	21.4	5.4	305.53	2.12
0	14.8	23.2	6.4	248.62	2.94
0	17.25	23.5	11	304.78	2.27
0	16.15	24.4	7.9	306.44	3.36
0	22.8	29.8	15.8	292.08	4.39
0	23.95	28.8	19.1	248.92	5.37
3	19.2	27.4	11	301.8	5.98
2	8.2	11	5.4	116.69	4.06
11	11.5	15.7	7.3	139.61	5.16
12	15.7	21.4	10	163.21	4.16
0	15.6	21.4	9.8	304.42	4.34
1	16.3	19.2	13.4	123.87	2.33
8	16.45	20.4	12.5	185.91	3.76
0	15.6	18.5	12.7	39.68	3.1
0	15.85	21.3	10.4	98.02	1.09
0	18.7	24.4	13	110.38	0.72
0	19.85	26.2	13.5	128.54	2.04
0	18.45	24.4	12.5	152.11	3.75
0	15.25	20.6	9.9	143.39	3.52
0	14.3	19.8	8.8	220.47	3.44
0	16	23.5	8.5	338.97	1.97
0	16.95	26.5	7.4	327.69	1.77
1	18.5	27.5	9.5	208.03	2.04
1	22.75	29.7	15.8	266.04	2.8
0	17.4	22.6	12.2	207.34	2.55
0	16.9	24.6	9.2	289.7	3.09
0	17.2	24.8	9.6	325.91	2.56
0	18.05	27.3	8.8	316.13	1.77
0	20.95	27.5	14.4	274.28	2.58
0	22.25	30.1	14.4	308.56	3.55
0	26.2	31.9	20.5	295.18	4.63
0	26.6	33	20.2	296.24	3.13
0	27.4	33.3	21.5	252.06	1.2
19	25.2	31.3	19.1	254.54	2.13
0	23.4	28.5	18.3	273.89	2.65
0	23.15	28.1	18.2	206.71	2.39
7	24.85	30.3	19.4	145.13	3.32
3	21.7	24.8	18.6	256.06	4.01
0	19.05	23.4	14.7	273.26	2.96
1	17.8	23.3	12.3	217.66	2.9
0	17.9	26.4	9.4	287.25	1.14
2	23.3	30.3	16.3	201.46	4.3
5	20.9	24	17.8	186.91	3.16
0	18.3	21.9	14.7	306.21	3.77
1	16.8	20.4	13.2	286.69	3.95
0	15.75	20.1	11.4	262.06	3.77
0	15.6	21.9	9.3	304.39	2.48
0	17.15	23.8	10.5	189.27	4.44
14	22.95	28.8	17.1	240.63	3.9
0	23.35	27.9	18.8	181.23	2.3
0	22.25	26.3	18.2	301.01	2.75
8	21.8	27.8	15.8	288.63	2.24
