"","year","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num","scenario_abbrev","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha"
"4344",1936,"5_41",5,4,1,"RF05-CR",1.177,NA,NA,22.066
"4345",1936,"5_42",5,4,2,"RF15-CR",1.177,NA,NA,22.066
"4346",1936,"5_43",5,4,3,"RF25-CR",1.177,NA,NA,22.066
"4347",1936,"5_44",5,4,4,"RF35-CR",1.177,NA,NA,22.066
"4348",1936,"5_51",5,5,1,"RR50-CR",1.177,NA,NA,22.066
"4349",1936,"5_52",5,5,2,"RR25-CR",1.177,NA,NA,22.066
"4350",1936,"5_53",5,5,3,"RR00-CR",1.177,NA,NA,22.066
"4351",1937,"1_1",1,1,NA,"CR",1.036,NA,NA,21.976
"4352",1937,"1_2",1,2,NA,"NT-CR",1.039,NA,NA,26.076
"4353",1937,"1_3",1,3,NA,"CC-CR",1.042,NA,NA,24.977
"4354",1937,"1_41",1,4,1,"RF05-CR",1.036,NA,NA,21.976
"4355",1937,"1_42",1,4,2,"RF15-CR",1.036,NA,NA,21.976
"4356",1937,"1_43",1,4,3,"RF25-CR",1.036,NA,NA,21.976
"4357",1937,"1_44",1,4,4,"RF35-CR",1.036,NA,NA,21.976
"4358",1937,"1_51",1,5,1,"RR50-CR",1.036,NA,NA,21.976
"4359",1937,"1_52",1,5,2,"RR25-CR",1.036,NA,NA,21.976
"4360",1937,"1_53",1,5,3,"RR00-CR",1.036,NA,NA,21.976
"4361",1937,"2_1",2,1,NA,"CR",1.036,NA,NA,21.976
"4362",1937,"2_2",2,2,NA,"NT-CR",1.039,NA,NA,26.076
"4363",1937,"2_3",2,3,NA,"CC-CR",1.042,NA,NA,24.977
"4364",1937,"2_41",2,4,1,"RF05-CR",1.036,NA,NA,21.976
"4365",1937,"2_42",2,4,2,"RF15-CR",1.036,NA,NA,21.976
"4366",1937,"2_43",2,4,3,"RF25-CR",1.036,NA,NA,21.976
"4367",1937,"2_44",2,4,4,"RF35-CR",1.036,NA,NA,21.976
"4368",1937,"2_51",2,5,1,"RR50-CR",1.036,NA,NA,21.976
"4369",1937,"2_52",2,5,2,"RR25-CR",1.036,NA,NA,21.976
"4370",1937,"2_53",2,5,3,"RR00-CR",1.036,NA,NA,21.976
"4371",1937,"3_1",3,1,NA,"CR",1.036,NA,NA,21.976
"4372",1937,"3_2",3,2,NA,"NT-CR",1.039,NA,NA,26.076
"4373",1937,"3_3",3,3,NA,"CC-CR",1.042,NA,NA,24.977
"4374",1937,"3_41",3,4,1,"RF05-CR",1.036,NA,NA,21.976
"4375",1937,"3_42",3,4,2,"RF15-CR",1.036,NA,NA,21.976
"4376",1937,"3_43",3,4,3,"RF25-CR",1.036,NA,NA,21.976
"4377",1937,"3_44",3,4,4,"RF35-CR",1.036,NA,NA,21.976
"4378",1937,"3_51",3,5,1,"RR50-CR",1.036,NA,NA,21.976
"4379",1937,"3_52",3,5,2,"RR25-CR",1.036,NA,NA,21.976
"4380",1937,"3_53",3,5,3,"RR00-CR",1.036,NA,NA,21.976
"4381",1937,"4_1",4,1,NA,"CR",1.036,NA,NA,21.976
"4382",1937,"4_2",4,2,NA,"NT-CR",1.039,NA,NA,26.076
"4383",1937,"4_3",4,3,NA,"CC-CR",1.042,NA,NA,24.977
"4384",1937,"4_41",4,4,1,"RF05-CR",1.036,NA,NA,21.976
"4385",1937,"4_42",4,4,2,"RF15-CR",1.036,NA,NA,21.976
"4386",1937,"4_43",4,4,3,"RF25-CR",1.036,NA,NA,21.976
"4387",1937,"4_44",4,4,4,"RF35-CR",1.036,NA,NA,21.976
"4388",1937,"4_51",4,5,1,"RR50-CR",1.036,NA,NA,21.976
"4389",1937,"4_52",4,5,2,"RR25-CR",1.036,NA,NA,21.976
"4390",1937,"4_53",4,5,3,"RR00-CR",1.036,NA,NA,21.976
"4391",1937,"5_1",5,1,NA,"CR",1.036,NA,NA,21.976
"4392",1937,"5_2",5,2,NA,"NT-CR",1.039,NA,NA,26.076
"4393",1937,"5_3",5,3,NA,"CC-CR",1.042,NA,NA,24.977
"4394",1937,"5_41",5,4,1,"RF05-CR",1.036,NA,NA,21.976
"4395",1937,"5_42",5,4,2,"RF15-CR",1.036,NA,NA,21.976
"4396",1937,"5_43",5,4,3,"RF25-CR",1.036,NA,NA,21.976
"4397",1937,"5_44",5,4,4,"RF35-CR",1.036,NA,NA,21.976
"4398",1937,"5_51",5,5,1,"RR50-CR",1.036,NA,NA,21.976
"4399",1937,"5_52",5,5,2,"RR25-CR",1.036,NA,NA,21.976
"4400",1937,"5_53",5,5,3,"RR00-CR",1.036,NA,NA,21.976
"4401",1938,"1_1",1,1,NA,"CR",1.125,NA,NA,21.922
"4402",1938,"1_2",1,2,NA,"NT-CR",1.15,NA,NA,25.984
"4403",1938,"1_3",1,3,NA,"CC-CR",1.139,NA,NA,24.91
"4404",1938,"1_41",1,4,1,"RF05-CR",1.125,NA,NA,21.922
"4405",1938,"1_42",1,4,2,"RF15-CR",1.125,NA,NA,21.922
"4406",1938,"1_43",1,4,3,"RF25-CR",1.125,NA,NA,21.922
"4407",1938,"1_44",1,4,4,"RF35-CR",1.125,NA,NA,21.922
"4408",1938,"1_51",1,5,1,"RR50-CR",1.125,NA,NA,21.922
"4409",1938,"1_52",1,5,2,"RR25-CR",1.125,NA,NA,21.922
"4410",1938,"1_53",1,5,3,"RR00-CR",1.125,NA,NA,21.922
"4411",1938,"2_1",2,1,NA,"CR",1.125,NA,NA,21.922
"4412",1938,"2_2",2,2,NA,"NT-CR",1.15,NA,NA,25.984
"4413",1938,"2_3",2,3,NA,"CC-CR",1.139,NA,NA,24.91
"4414",1938,"2_41",2,4,1,"RF05-CR",1.125,NA,NA,21.922
"4415",1938,"2_42",2,4,2,"RF15-CR",1.125,NA,NA,21.922
"4416",1938,"2_43",2,4,3,"RF25-CR",1.125,NA,NA,21.922
"4417",1938,"2_44",2,4,4,"RF35-CR",1.125,NA,NA,21.922
"4418",1938,"2_51",2,5,1,"RR50-CR",1.125,NA,NA,21.922
"4419",1938,"2_52",2,5,2,"RR25-CR",1.125,NA,NA,21.922
"4420",1938,"2_53",2,5,3,"RR00-CR",1.125,NA,NA,21.922
"4421",1938,"3_1",3,1,NA,"CR",1.125,NA,NA,21.922
"4422",1938,"3_2",3,2,NA,"NT-CR",1.15,NA,NA,25.984
"4423",1938,"3_3",3,3,NA,"CC-CR",1.139,NA,NA,24.91
"4424",1938,"3_41",3,4,1,"RF05-CR",1.125,NA,NA,21.922
"4425",1938,"3_42",3,4,2,"RF15-CR",1.125,NA,NA,21.922
"4426",1938,"3_43",3,4,3,"RF25-CR",1.125,NA,NA,21.922
"4427",1938,"3_44",3,4,4,"RF35-CR",1.125,NA,NA,21.922
"4428",1938,"3_51",3,5,1,"RR50-CR",1.125,NA,NA,21.922
"4429",1938,"3_52",3,5,2,"RR25-CR",1.125,NA,NA,21.922
"4430",1938,"3_53",3,5,3,"RR00-CR",1.125,NA,NA,21.922
"4431",1938,"4_1",4,1,NA,"CR",1.125,NA,NA,21.922
"4432",1938,"4_2",4,2,NA,"NT-CR",1.15,NA,NA,25.984
"4433",1938,"4_3",4,3,NA,"CC-CR",1.139,NA,NA,24.91
"4434",1938,"4_41",4,4,1,"RF05-CR",1.125,NA,NA,21.922
"4435",1938,"4_42",4,4,2,"RF15-CR",1.125,NA,NA,21.922
"4436",1938,"4_43",4,4,3,"RF25-CR",1.125,NA,NA,21.922
"4437",1938,"4_44",4,4,4,"RF35-CR",1.125,NA,NA,21.922
"4438",1938,"4_51",4,5,1,"RR50-CR",1.125,NA,NA,21.922
"4439",1938,"4_52",4,5,2,"RR25-CR",1.125,NA,NA,21.922
"4440",1938,"4_53",4,5,3,"RR00-CR",1.125,NA,NA,21.922
"4441",1938,"5_1",5,1,NA,"CR",1.125,NA,NA,21.922
"4442",1938,"5_2",5,2,NA,"NT-CR",1.15,NA,NA,25.984
"4443",1938,"5_3",5,3,NA,"CC-CR",1.139,NA,NA,24.91
"4444",1938,"5_41",5,4,1,"RF05-CR",1.125,NA,NA,21.922
"4445",1938,"5_42",5,4,2,"RF15-CR",1.125,NA,NA,21.922
"4446",1938,"5_43",5,4,3,"RF25-CR",1.125,NA,NA,21.922
"4447",1938,"5_44",5,4,4,"RF35-CR",1.125,NA,NA,21.922
"4448",1938,"5_51",5,5,1,"RR50-CR",1.125,NA,NA,21.922
"4449",1938,"5_52",5,5,2,"RR25-CR",1.125,NA,NA,21.922
"4450",1938,"5_53",5,5,3,"RR00-CR",1.125,NA,NA,21.922
"4451",1939,"1_1",1,1,NA,"CR",1.157,NA,NA,21.836
"4452",1939,"1_2",1,2,NA,"NT-CR",1.183,NA,NA,25.906
"4453",1939,"1_3",1,3,NA,"CC-CR",1.174,NA,NA,24.798
"4454",1939,"1_41",1,4,1,"RF05-CR",1.157,NA,NA,21.836
"4455",1939,"1_42",1,4,2,"RF15-CR",1.157,NA,NA,21.836
"4456",1939,"1_43",1,4,3,"RF25-CR",1.157,NA,NA,21.836
"4457",1939,"1_44",1,4,4,"RF35-CR",1.157,NA,NA,21.836
"4458",1939,"1_51",1,5,1,"RR50-CR",1.157,NA,NA,21.836
"4459",1939,"1_52",1,5,2,"RR25-CR",1.157,NA,NA,21.836
"4460",1939,"1_53",1,5,3,"RR00-CR",1.157,NA,NA,21.836
"4461",1939,"2_1",2,1,NA,"CR",1.157,NA,NA,21.836
"4462",1939,"2_2",2,2,NA,"NT-CR",1.183,NA,NA,25.906
"4463",1939,"2_3",2,3,NA,"CC-CR",1.174,NA,NA,24.798
"4464",1939,"2_41",2,4,1,"RF05-CR",1.157,NA,NA,21.836
"4465",1939,"2_42",2,4,2,"RF15-CR",1.157,NA,NA,21.836
"4466",1939,"2_43",2,4,3,"RF25-CR",1.157,NA,NA,21.836
"4467",1939,"2_44",2,4,4,"RF35-CR",1.157,NA,NA,21.836
"4468",1939,"2_51",2,5,1,"RR50-CR",1.157,NA,NA,21.836
"4469",1939,"2_52",2,5,2,"RR25-CR",1.157,NA,NA,21.836
"4470",1939,"2_53",2,5,3,"RR00-CR",1.157,NA,NA,21.836
"4471",1939,"3_1",3,1,NA,"CR",1.157,NA,NA,21.836
"4472",1939,"3_2",3,2,NA,"NT-CR",1.183,NA,NA,25.906
"4473",1939,"3_3",3,3,NA,"CC-CR",1.174,NA,NA,24.798
"4474",1939,"3_41",3,4,1,"RF05-CR",1.157,NA,NA,21.836
"4475",1939,"3_42",3,4,2,"RF15-CR",1.157,NA,NA,21.836
"4476",1939,"3_43",3,4,3,"RF25-CR",1.157,NA,NA,21.836
"4477",1939,"3_44",3,4,4,"RF35-CR",1.157,NA,NA,21.836
"4478",1939,"3_51",3,5,1,"RR50-CR",1.157,NA,NA,21.836
"4479",1939,"3_52",3,5,2,"RR25-CR",1.157,NA,NA,21.836
"4480",1939,"3_53",3,5,3,"RR00-CR",1.157,NA,NA,21.836
"4481",1939,"4_1",4,1,NA,"CR",1.157,NA,NA,21.836
"4482",1939,"4_2",4,2,NA,"NT-CR",1.183,NA,NA,25.906
"4483",1939,"4_3",4,3,NA,"CC-CR",1.174,NA,NA,24.798
"4484",1939,"4_41",4,4,1,"RF05-CR",1.157,NA,NA,21.836
"4485",1939,"4_42",4,4,2,"RF15-CR",1.157,NA,NA,21.836
"4486",1939,"4_43",4,4,3,"RF25-CR",1.157,NA,NA,21.836
"4487",1939,"4_44",4,4,4,"RF35-CR",1.157,NA,NA,21.836
"4488",1939,"4_51",4,5,1,"RR50-CR",1.157,NA,NA,21.836
"4489",1939,"4_52",4,5,2,"RR25-CR",1.157,NA,NA,21.836
"4490",1939,"4_53",4,5,3,"RR00-CR",1.157,NA,NA,21.836
"4491",1939,"5_1",5,1,NA,"CR",1.157,NA,NA,21.836
"4492",1939,"5_2",5,2,NA,"NT-CR",1.183,NA,NA,25.906
"4493",1939,"5_3",5,3,NA,"CC-CR",1.174,NA,NA,24.798
"4494",1939,"5_41",5,4,1,"RF05-CR",1.157,NA,NA,21.836
"4495",1939,"5_42",5,4,2,"RF15-CR",1.157,NA,NA,21.836
"4496",1939,"5_43",5,4,3,"RF25-CR",1.157,NA,NA,21.836
"4497",1939,"5_44",5,4,4,"RF35-CR",1.157,NA,NA,21.836
"4498",1939,"5_51",5,5,1,"RR50-CR",1.157,NA,NA,21.836
"4499",1939,"5_52",5,5,2,"RR25-CR",1.157,NA,NA,21.836
"4500",1939,"5_53",5,5,3,"RR00-CR",1.157,NA,NA,21.836
"4501",1940,"1_1",1,1,NA,"CR",1.077,NA,NA,21.667
"4502",1940,"1_2",1,2,NA,"NT-CR",1.073,NA,NA,25.766
"4503",1940,"1_3",1,3,NA,"CC-CR",1.077,NA,NA,24.658
"4504",1940,"1_41",1,4,1,"RF05-CR",1.077,NA,NA,21.667
"4505",1940,"1_42",1,4,2,"RF15-CR",1.077,NA,NA,21.667
"4506",1940,"1_43",1,4,3,"RF25-CR",1.077,NA,NA,21.667
"4507",1940,"1_44",1,4,4,"RF35-CR",1.077,NA,NA,21.667
"4508",1940,"1_51",1,5,1,"RR50-CR",1.077,NA,NA,21.667
"4509",1940,"1_52",1,5,2,"RR25-CR",1.077,NA,NA,21.667
"4510",1940,"1_53",1,5,3,"RR00-CR",1.077,NA,NA,21.667
"4511",1940,"2_1",2,1,NA,"CR",1.077,NA,NA,21.667
"4512",1940,"2_2",2,2,NA,"NT-CR",1.073,NA,NA,25.766
"4513",1940,"2_3",2,3,NA,"CC-CR",1.077,NA,NA,24.658
"4514",1940,"2_41",2,4,1,"RF05-CR",1.077,NA,NA,21.667
"4515",1940,"2_42",2,4,2,"RF15-CR",1.077,NA,NA,21.667
"4516",1940,"2_43",2,4,3,"RF25-CR",1.077,NA,NA,21.667
"4517",1940,"2_44",2,4,4,"RF35-CR",1.077,NA,NA,21.667
"4518",1940,"2_51",2,5,1,"RR50-CR",1.077,NA,NA,21.667
"4519",1940,"2_52",2,5,2,"RR25-CR",1.077,NA,NA,21.667
"4520",1940,"2_53",2,5,3,"RR00-CR",1.077,NA,NA,21.667
"4521",1940,"3_1",3,1,NA,"CR",1.077,NA,NA,21.667
"4522",1940,"3_2",3,2,NA,"NT-CR",1.073,NA,NA,25.766
"4523",1940,"3_3",3,3,NA,"CC-CR",1.077,NA,NA,24.658
"4524",1940,"3_41",3,4,1,"RF05-CR",1.077,NA,NA,21.667
"4525",1940,"3_42",3,4,2,"RF15-CR",1.077,NA,NA,21.667
"4526",1940,"3_43",3,4,3,"RF25-CR",1.077,NA,NA,21.667
"4527",1940,"3_44",3,4,4,"RF35-CR",1.077,NA,NA,21.667
"4528",1940,"3_51",3,5,1,"RR50-CR",1.077,NA,NA,21.667
"4529",1940,"3_52",3,5,2,"RR25-CR",1.077,NA,NA,21.667
"4530",1940,"3_53",3,5,3,"RR00-CR",1.077,NA,NA,21.667
"4531",1940,"4_1",4,1,NA,"CR",1.077,NA,NA,21.667
"4532",1940,"4_2",4,2,NA,"NT-CR",1.073,NA,NA,25.766
"4533",1940,"4_3",4,3,NA,"CC-CR",1.077,NA,NA,24.658
"4534",1940,"4_41",4,4,1,"RF05-CR",1.077,NA,NA,21.667
"4535",1940,"4_42",4,4,2,"RF15-CR",1.077,NA,NA,21.667
"4536",1940,"4_43",4,4,3,"RF25-CR",1.077,NA,NA,21.667
"4537",1940,"4_44",4,4,4,"RF35-CR",1.077,NA,NA,21.667
"4538",1940,"4_51",4,5,1,"RR50-CR",1.077,NA,NA,21.667
"4539",1940,"4_52",4,5,2,"RR25-CR",1.077,NA,NA,21.667
"4540",1940,"4_53",4,5,3,"RR00-CR",1.077,NA,NA,21.667
"4541",1940,"5_1",5,1,NA,"CR",1.077,NA,NA,21.667
"4542",1940,"5_2",5,2,NA,"NT-CR",1.073,NA,NA,25.766
"4543",1940,"5_3",5,3,NA,"CC-CR",1.077,NA,NA,24.658
"4544",1940,"5_41",5,4,1,"RF05-CR",1.077,NA,NA,21.667
"4545",1940,"5_42",5,4,2,"RF15-CR",1.077,NA,NA,21.667
"4546",1940,"5_43",5,4,3,"RF25-CR",1.077,NA,NA,21.667
"4547",1940,"5_44",5,4,4,"RF35-CR",1.077,NA,NA,21.667
"4548",1940,"5_51",5,5,1,"RR50-CR",1.077,NA,NA,21.667
"4549",1940,"5_52",5,5,2,"RR25-CR",1.077,NA,NA,21.667
"4550",1940,"5_53",5,5,3,"RR00-CR",1.077,NA,NA,21.667
"4551",1941,"1_1",1,1,NA,"CR",1.06,NA,NA,21.623
"4552",1941,"1_2",1,2,NA,"NT-CR",1.092,NA,NA,25.729
"4553",1941,"1_3",1,3,NA,"CC-CR",1.08,NA,NA,24.612
"4554",1941,"1_41",1,4,1,"RF05-CR",1.06,NA,NA,21.623
"4555",1941,"1_42",1,4,2,"RF15-CR",1.06,NA,NA,21.623
"4556",1941,"1_43",1,4,3,"RF25-CR",1.06,NA,NA,21.623
"4557",1941,"1_44",1,4,4,"RF35-CR",1.06,NA,NA,21.623
"4558",1941,"1_51",1,5,1,"RR50-CR",1.06,NA,NA,21.623
"4559",1941,"1_52",1,5,2,"RR25-CR",1.06,NA,NA,21.623
"4560",1941,"1_53",1,5,3,"RR00-CR",1.06,NA,NA,21.623
"4561",1941,"2_1",2,1,NA,"CR",1.06,NA,NA,21.623
"4562",1941,"2_2",2,2,NA,"NT-CR",1.092,NA,NA,25.729
"4563",1941,"2_3",2,3,NA,"CC-CR",1.08,NA,NA,24.612
"4564",1941,"2_41",2,4,1,"RF05-CR",1.06,NA,NA,21.623
"4565",1941,"2_42",2,4,2,"RF15-CR",1.06,NA,NA,21.623
"4566",1941,"2_43",2,4,3,"RF25-CR",1.06,NA,NA,21.623
"4567",1941,"2_44",2,4,4,"RF35-CR",1.06,NA,NA,21.623
"4568",1941,"2_51",2,5,1,"RR50-CR",1.06,NA,NA,21.623
"4569",1941,"2_52",2,5,2,"RR25-CR",1.06,NA,NA,21.623
"4570",1941,"2_53",2,5,3,"RR00-CR",1.06,NA,NA,21.623
"4571",1941,"3_1",3,1,NA,"CR",1.06,NA,NA,21.623
"4572",1941,"3_2",3,2,NA,"NT-CR",1.092,NA,NA,25.729
"4573",1941,"3_3",3,3,NA,"CC-CR",1.08,NA,NA,24.612
"4574",1941,"3_41",3,4,1,"RF05-CR",1.06,NA,NA,21.623
"4575",1941,"3_42",3,4,2,"RF15-CR",1.06,NA,NA,21.623
"4576",1941,"3_43",3,4,3,"RF25-CR",1.06,NA,NA,21.623
"4577",1941,"3_44",3,4,4,"RF35-CR",1.06,NA,NA,21.623
"4578",1941,"3_51",3,5,1,"RR50-CR",1.06,NA,NA,21.623
"4579",1941,"3_52",3,5,2,"RR25-CR",1.06,NA,NA,21.623
"4580",1941,"3_53",3,5,3,"RR00-CR",1.06,NA,NA,21.623
"4581",1941,"4_1",4,1,NA,"CR",1.06,NA,NA,21.623
"4582",1941,"4_2",4,2,NA,"NT-CR",1.092,NA,NA,25.729
"4583",1941,"4_3",4,3,NA,"CC-CR",1.08,NA,NA,24.612
"4584",1941,"4_41",4,4,1,"RF05-CR",1.06,NA,NA,21.623
"4585",1941,"4_42",4,4,2,"RF15-CR",1.06,NA,NA,21.623
"4586",1941,"4_43",4,4,3,"RF25-CR",1.06,NA,NA,21.623
"4587",1941,"4_44",4,4,4,"RF35-CR",1.06,NA,NA,21.623
"4588",1941,"4_51",4,5,1,"RR50-CR",1.06,NA,NA,21.623
"4589",1941,"4_52",4,5,2,"RR25-CR",1.06,NA,NA,21.623
"4590",1941,"4_53",4,5,3,"RR00-CR",1.06,NA,NA,21.623
"4591",1941,"5_1",5,1,NA,"CR",1.06,NA,NA,21.623
"4592",1941,"5_2",5,2,NA,"NT-CR",1.092,NA,NA,25.729
"4593",1941,"5_3",5,3,NA,"CC-CR",1.08,NA,NA,24.612
"4594",1941,"5_41",5,4,1,"RF05-CR",1.06,NA,NA,21.623
"4595",1941,"5_42",5,4,2,"RF15-CR",1.06,NA,NA,21.623
"4596",1941,"5_43",5,4,3,"RF25-CR",1.06,NA,NA,21.623
"4597",1941,"5_44",5,4,4,"RF35-CR",1.06,NA,NA,21.623
"4598",1941,"5_51",5,5,1,"RR50-CR",1.06,NA,NA,21.623
"4599",1941,"5_52",5,5,2,"RR25-CR",1.06,NA,NA,21.623
"4600",1941,"5_53",5,5,3,"RR00-CR",1.06,NA,NA,21.623
"4601",1942,"1_1",1,1,NA,"CR",1.265,NA,NA,21.548
"4602",1942,"1_2",1,2,NA,"NT-CR",1.258,NA,NA,25.623
"4603",1942,"1_3",1,3,NA,"CC-CR",1.264,NA,NA,24.504
"4604",1942,"1_41",1,4,1,"RF05-CR",1.265,NA,NA,21.548
"4605",1942,"1_42",1,4,2,"RF15-CR",1.265,NA,NA,21.548
"4606",1942,"1_43",1,4,3,"RF25-CR",1.265,NA,NA,21.548
"4607",1942,"1_44",1,4,4,"RF35-CR",1.265,NA,NA,21.548
"4608",1942,"1_51",1,5,1,"RR50-CR",1.265,NA,NA,21.548
"4609",1942,"1_52",1,5,2,"RR25-CR",1.265,NA,NA,21.548
"4610",1942,"1_53",1,5,3,"RR00-CR",1.265,NA,NA,21.548
"4611",1942,"2_1",2,1,NA,"CR",1.265,NA,NA,21.548
"4612",1942,"2_2",2,2,NA,"NT-CR",1.258,NA,NA,25.623
"4613",1942,"2_3",2,3,NA,"CC-CR",1.264,NA,NA,24.504
"4614",1942,"2_41",2,4,1,"RF05-CR",1.265,NA,NA,21.548
"4615",1942,"2_42",2,4,2,"RF15-CR",1.265,NA,NA,21.548
"4616",1942,"2_43",2,4,3,"RF25-CR",1.265,NA,NA,21.548
"4617",1942,"2_44",2,4,4,"RF35-CR",1.265,NA,NA,21.548
"4618",1942,"2_51",2,5,1,"RR50-CR",1.265,NA,NA,21.548
"4619",1942,"2_52",2,5,2,"RR25-CR",1.265,NA,NA,21.548
"4620",1942,"2_53",2,5,3,"RR00-CR",1.265,NA,NA,21.548
"4621",1942,"3_1",3,1,NA,"CR",1.265,NA,NA,21.548
"4622",1942,"3_2",3,2,NA,"NT-CR",1.258,NA,NA,25.623
"4623",1942,"3_3",3,3,NA,"CC-CR",1.264,NA,NA,24.504
"4624",1942,"3_41",3,4,1,"RF05-CR",1.265,NA,NA,21.548
"4625",1942,"3_42",3,4,2,"RF15-CR",1.265,NA,NA,21.548
"4626",1942,"3_43",3,4,3,"RF25-CR",1.265,NA,NA,21.548
"4627",1942,"3_44",3,4,4,"RF35-CR",1.265,NA,NA,21.548
"4628",1942,"3_51",3,5,1,"RR50-CR",1.265,NA,NA,21.548
"4629",1942,"3_52",3,5,2,"RR25-CR",1.265,NA,NA,21.548
"4630",1942,"3_53",3,5,3,"RR00-CR",1.265,NA,NA,21.548
"4631",1942,"4_1",4,1,NA,"CR",1.265,NA,NA,21.548
"4632",1942,"4_2",4,2,NA,"NT-CR",1.258,NA,NA,25.623
"4633",1942,"4_3",4,3,NA,"CC-CR",1.264,NA,NA,24.504
"4634",1942,"4_41",4,4,1,"RF05-CR",1.265,NA,NA,21.548
"4635",1942,"4_42",4,4,2,"RF15-CR",1.265,NA,NA,21.548
"4636",1942,"4_43",4,4,3,"RF25-CR",1.265,NA,NA,21.548
"4637",1942,"4_44",4,4,4,"RF35-CR",1.265,NA,NA,21.548
"4638",1942,"4_51",4,5,1,"RR50-CR",1.265,NA,NA,21.548
"4639",1942,"4_52",4,5,2,"RR25-CR",1.265,NA,NA,21.548
"4640",1942,"4_53",4,5,3,"RR00-CR",1.265,NA,NA,21.548
"4641",1942,"5_1",5,1,NA,"CR",1.265,NA,NA,21.548
"4642",1942,"5_2",5,2,NA,"NT-CR",1.258,NA,NA,25.623
"4643",1942,"5_3",5,3,NA,"CC-CR",1.264,NA,NA,24.504
"4644",1942,"5_41",5,4,1,"RF05-CR",1.265,NA,NA,21.548
"4645",1942,"5_42",5,4,2,"RF15-CR",1.265,NA,NA,21.548
"4646",1942,"5_43",5,4,3,"RF25-CR",1.265,NA,NA,21.548
"4647",1942,"5_44",5,4,4,"RF35-CR",1.265,NA,NA,21.548
"4648",1942,"5_51",5,5,1,"RR50-CR",1.265,NA,NA,21.548
"4649",1942,"5_52",5,5,2,"RR25-CR",1.265,NA,NA,21.548
"4650",1942,"5_53",5,5,3,"RR00-CR",1.265,NA,NA,21.548
"4651",1943,"1_1",1,1,NA,"CR",1.192,NA,NA,21.42
"4652",1943,"1_2",1,2,NA,"NT-CR",1.222,NA,NA,25.528
"4653",1943,"1_3",1,3,NA,"CC-CR",1.212,NA,NA,24.411
"4654",1943,"1_41",1,4,1,"RF05-CR",1.192,NA,NA,21.42
"4655",1943,"1_42",1,4,2,"RF15-CR",1.192,NA,NA,21.42
"4656",1943,"1_43",1,4,3,"RF25-CR",1.192,NA,NA,21.42
"4657",1943,"1_44",1,4,4,"RF35-CR",1.192,NA,NA,21.42
"4658",1943,"1_51",1,5,1,"RR50-CR",1.192,NA,NA,21.42
"4659",1943,"1_52",1,5,2,"RR25-CR",1.192,NA,NA,21.42
"4660",1943,"1_53",1,5,3,"RR00-CR",1.192,NA,NA,21.42
"4661",1943,"2_1",2,1,NA,"CR",1.192,NA,NA,21.42
"4662",1943,"2_2",2,2,NA,"NT-CR",1.222,NA,NA,25.528
"4663",1943,"2_3",2,3,NA,"CC-CR",1.212,NA,NA,24.411
"4664",1943,"2_41",2,4,1,"RF05-CR",1.192,NA,NA,21.42
"4665",1943,"2_42",2,4,2,"RF15-CR",1.192,NA,NA,21.42
"4666",1943,"2_43",2,4,3,"RF25-CR",1.192,NA,NA,21.42
"4667",1943,"2_44",2,4,4,"RF35-CR",1.192,NA,NA,21.42
"4668",1943,"2_51",2,5,1,"RR50-CR",1.192,NA,NA,21.42
"4669",1943,"2_52",2,5,2,"RR25-CR",1.192,NA,NA,21.42
"4670",1943,"2_53",2,5,3,"RR00-CR",1.192,NA,NA,21.42
"4671",1943,"3_1",3,1,NA,"CR",1.192,NA,NA,21.42
"4672",1943,"3_2",3,2,NA,"NT-CR",1.222,NA,NA,25.528
"4673",1943,"3_3",3,3,NA,"CC-CR",1.212,NA,NA,24.411
"4674",1943,"3_41",3,4,1,"RF05-CR",1.192,NA,NA,21.42
"4675",1943,"3_42",3,4,2,"RF15-CR",1.192,NA,NA,21.42
"4676",1943,"3_43",3,4,3,"RF25-CR",1.192,NA,NA,21.42
"4677",1943,"3_44",3,4,4,"RF35-CR",1.192,NA,NA,21.42
"4678",1943,"3_51",3,5,1,"RR50-CR",1.192,NA,NA,21.42
"4679",1943,"3_52",3,5,2,"RR25-CR",1.192,NA,NA,21.42
"4680",1943,"3_53",3,5,3,"RR00-CR",1.192,NA,NA,21.42
"4681",1943,"4_1",4,1,NA,"CR",1.192,NA,NA,21.42
"4682",1943,"4_2",4,2,NA,"NT-CR",1.222,NA,NA,25.528
"4683",1943,"4_3",4,3,NA,"CC-CR",1.212,NA,NA,24.411
"4684",1943,"4_41",4,4,1,"RF05-CR",1.192,NA,NA,21.42
"4685",1943,"4_42",4,4,2,"RF15-CR",1.192,NA,NA,21.42
"4686",1943,"4_43",4,4,3,"RF25-CR",1.192,NA,NA,21.42
"4687",1943,"4_44",4,4,4,"RF35-CR",1.192,NA,NA,21.42
"4688",1943,"4_51",4,5,1,"RR50-CR",1.192,NA,NA,21.42
"4689",1943,"4_52",4,5,2,"RR25-CR",1.192,NA,NA,21.42
"4690",1943,"4_53",4,5,3,"RR00-CR",1.192,NA,NA,21.42
"4691",1943,"5_1",5,1,NA,"CR",1.192,NA,NA,21.42
"4692",1943,"5_2",5,2,NA,"NT-CR",1.222,NA,NA,25.528
"4693",1943,"5_3",5,3,NA,"CC-CR",1.212,NA,NA,24.411
