Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,COUNTY,COLORADO,8,SOUTHWEST,70,LA PLATA,67,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,8,30.4
CENSUS,2017,YEAR,,COUNTY,COLORADO,8,SOUTHWEST,70,LA PLATA,67,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2355,23.6
CENSUS,2017,YEAR,,COUNTY,COLORADO,8,SOUTHWEST,70,MESA,77,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,60,30.4
CENSUS,2017,YEAR,,COUNTY,COLORADO,8,SOUTHWEST,70,MESA,77,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,COLORADO,8,SOUTHWEST,70,MESA,77,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2821,23.6
CENSUS,2017,YEAR,,COUNTY,COLORADO,8,SOUTHWEST,70,MONTEZUMA,83,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,30.4
CENSUS,2017,YEAR,,COUNTY,COLORADO,8,SOUTHWEST,70,MONTEZUMA,83,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,18115,23.6
CENSUS,2017,YEAR,,COUNTY,COLORADO,8,SOUTHWEST,70,MONTROSE,85,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,67,30.4
CENSUS,2017,YEAR,,COUNTY,COLORADO,8,SOUTHWEST,70,MONTROSE,85,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,376,30.6
CENSUS,2017,YEAR,,COUNTY,COLORADO,8,SOUTHWEST,70,MONTROSE,85,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,320,23.6
CENSUS,2017,YEAR,,COUNTY,COLORADO,8,SOUTHWEST,70,SAN MIGUEL,113,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,30.4
CENSUS,2017,YEAR,,COUNTY,COLORADO,8,SOUTHWEST,70,SAN MIGUEL,113,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,654,23.6
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,FAIRFIELD,1,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,80.1
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,FAIRFIELD,1,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,240,(H)
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,FAIRFIELD,1,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,15,(H)
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,HARTFORD,3,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,29,80.1
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,HARTFORD,3,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,240,(H)
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,HARTFORD,3,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,36,(H)
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,LITCHFIELD,5,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,13,80.1
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,LITCHFIELD,5,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,NEW HAVEN,9,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,5,80.1
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,NEW LONDON,11,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,10,80.1
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,NEW LONDON,11,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,TOLLAND,13,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,11,80.1
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,TOLLAND,13,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,TOLLAND,13,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,WINDHAM,15,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,13,80.1
CENSUS,2017,YEAR,,COUNTY,DELAWARE,10,CENTRAL,50,KENT,1,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,233,10.6
CENSUS,2017,YEAR,,COUNTY,DELAWARE,10,CENTRAL,50,KENT,1,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,67556,8.9
CENSUS,2017,YEAR,,COUNTY,DELAWARE,10,CENTRAL,50,KENT,1,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,18932,10.2
CENSUS,2017,YEAR,,COUNTY,DELAWARE,10,NORTHERN,20,NEW CASTLE,3,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,81,10.6
CENSUS,2017,YEAR,,COUNTY,DELAWARE,10,NORTHERN,20,NEW CASTLE,3,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,21669,8.9
CENSUS,2017,YEAR,,COUNTY,DELAWARE,10,NORTHERN,20,NEW CASTLE,3,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,6946,10.2
CENSUS,2017,YEAR,,COUNTY,DELAWARE,10,SOUTHERN,80,SUSSEX,5,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,418,10.6
CENSUS,2017,YEAR,,COUNTY,DELAWARE,10,SOUTHERN,80,SUSSEX,5,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,89117,8.9
CENSUS,2017,YEAR,,COUNTY,DELAWARE,10,SOUTHERN,80,SUSSEX,5,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,22695,10.2
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,ALACHUA,1,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,22,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,BRADFORD,7,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,CITRUS,17,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,CLAY,19,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,CLAY,19,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,FLAGLER,35,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,GILCHRIST,41,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,12,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,GILCHRIST,41,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,GILCHRIST,41,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,HILLSBOROUGH,57,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,4,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,LAKE,69,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,LAKE,69,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,LEVY,75,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,5,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,MARION,83,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,MARION,83,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,ORANGE,95,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,ORANGE,95,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,PASCO,101,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,PUTNAM,107,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,4,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,PUTNAM,107,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,ST. JOHNS,109,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,UNION,125,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,UNION,125,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1344,89.9
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,UNION,125,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1200,67.3
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,CENTRAL,50,VOLUSIA,127,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,BAKER,3,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,20,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,BAKER,3,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,COLUMBIA,23,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,19,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,COLUMBIA,23,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,COLUMBIA,23,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,COLUMBIA,23,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,DIXIE,29,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,DUVAL,31,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,HAMILTON,47,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,25,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,HAMILTON,47,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,920,89.9
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,HAMILTON,47,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,LAFAYETTE,67,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,LAFAYETTE,67,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1490,39.4
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,LAFAYETTE,67,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,861,89.9
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,LAFAYETTE,67,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,165,67.3
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,MADISON,79,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,30,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,MADISON,79,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,MADISON,79,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,324,89.9
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,NASSAU,89,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,SUWANNEE,121,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,17,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,SUWANNEE,121,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,918,89.9
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,SUWANNEE,121,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHEAST,30,TAYLOR,123,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,CALHOUN,13,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,4,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,CALHOUN,13,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED,9000,39.4
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,ESCAMBIA,33,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,16,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,ESCAMBIA,33,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED,11520,39.4
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,ESCAMBIA,33,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,GADSDEN,39,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,32,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,GADSDEN,39,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,HOLMES,59,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,28,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,HOLMES,59,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED,4317,39.4
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,HOLMES,59,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2187,89.9
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,HOLMES,59,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1345,67.3
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,JACKSON,63,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,66,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,JACKSON,63,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED,42605,39.4
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,JACKSON,63,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2177,89.9
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,JACKSON,63,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,521,67.3
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,JEFFERSON,65,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,29,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,JEFFERSON,65,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1846,39.4
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,JEFFERSON,65,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,387,89.9
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,JEFFERSON,65,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,340,67.3
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,LEON,73,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,LEON,73,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,LIBERTY,77,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,OKALOOSA,91,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,7,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,OKALOOSA,91,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED,3064,39.4
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,OKALOOSA,91,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,288,89.9
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,OKALOOSA,91,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,SANTA ROSA,113,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,28,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,SANTA ROSA,113,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED,18864,39.4
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,SANTA ROSA,113,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,595,89.9
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,SANTA ROSA,113,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2964,67.3
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,WAKULLA,129,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,4,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,WALTON,131,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,19,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,WALTON,131,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED,3745,39.4
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,WALTON,131,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,284,89.9
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,WASHINGTON,133,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,5,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,WASHINGTON,133,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1794,39.4
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,WASHINGTON,133,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,822,89.9
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,WASHINGTON,133,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,SOUTHERN,80,BREVARD,9,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,SOUTHERN,80,BREVARD,9,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,SOUTHERN,80,COLLIER,21,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,SOUTHERN,80,COLLIER,21,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,SOUTHERN,80,DE SOTO,27,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,SOUTHERN,80,HENDRY,51,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,SOUTHERN,80,INDIAN RIVER,61,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,8,(H)
CENSUS,2017,YEAR,,COUNTY,FLORIDA,12,SOUTHERN,80,INDIAN RIVER,61,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,750,89.9
